row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,19.232.889.458,35.079.043.102,19232889458.0,35079043102.0
Bảo hiểm phi nhân thọ,Hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,44.590.841.086,42.547.646.737,44590841086.0,42547646737.0
,,,63.823.730.544,77.626.689.839,63823730544.0,77626689839.0
Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,,
Lãi tiền gửi nhận trước,Hoạt động tài chính > Lãi tiền gửi nhận trước,Lãi tiền gửi nhận trước,2.282.572.045,2.282.572.045,2282572045.0,2282572045.0
Tạm ứng cổ tức,Hoạt động tài chính > Tạm ứng cổ tức,Tạm ứng cổ tức,5.524.092.000,3.478.132.000,5524092000.0,3478132000.0
,,,7.806.664.045,5.760.704.045,7806664045.0,5760704045.0
Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,,
Hoạt động quản lý bất động sản,Hoạt động khác > Hoạt động quản lý bất động sản,Hoạt động quản lý bất động sản,698.470.942,-,698470942.0,
Doanh thu đào tạo nhận trước,Hoạt động khác > Doanh thu đào tạo nhận trước,Doanh thu đào tạo nhận trước,284.935.136,15.681.610,284935136.0,15681610.0
,,,983.406.078,15.681.610,983406078.0,15681610.0
,,,72.613.800.667,83.403.075.494,72613800667.0,83403075494.0
