row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,
Chi trả đáo hạn,Bảo hiểm nhân thọ > Chi trả đáo hạn,Chi trả đáo hạn,1.697.829.838.185,1.524.126.854.173,1697829838185.0,1524126854173.0
Chi giá trị hoàn lại,Bảo hiểm nhân thọ > Chi giá trị hoàn lại,Chi giá trị hoàn lại,1.017.493.525.512,393.971.556.000,1017493525512.0,393971556000.0
Chi bồi quyền lợi bảo hiểm và chi khác theo hợp đồng bảo hiểm,Bảo hiểm nhân thọ > Chi bồi quyền lợi bảo hiểm và chi khác theo hợp đồng bảo hiểm,Chi bồi quyền lợi bảo hiểm và chi khác theo hợp đồng bảo hiểm,2.056.614.049.727,1.825.773.484.576,2056614049727.0,1825773484576.0
,,,4.771.937.413.424,3.743.871.894.749,4771937413424.0,3743871894749.0
Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,,
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm phi nhân thọ > Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,157.592.899.069,103.057.374.693,157592899069.0,103057374693.0
Bảo hiểm Tàu thủy,Bảo hiểm phi nhân thọ > Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,245.011.406.524,221.344.394.569,245011406524.0,221344394569.0
Bảo hiểm Dầu khí,Bảo hiểm phi nhân thọ > Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,-,6.655.347,,6655347.0
Bảo hiểm Hàng không,Bảo hiểm phi nhân thọ > Bảo hiểm Hàng không,Bảo hiểm Hàng không,13.153.679.653,86.719.113.982,13153679653.0,86719113982.0
Bảo hiểm Kỹ thuật,Bảo hiểm phi nhân thọ > Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,51.292.207.207,61.639.147.673,51292207207.0,61639147673.0
Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,Bảo hiểm phi nhân thọ > Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,147.984.122.637,139.718.458.385,147984122637.0,139718458385.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm phi nhân thọ > Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,4.683.727.519,11.998.478.213,4683727519.0,11998478213.0
Bảo hiểm Xe cơ giới,Bảo hiểm phi nhân thọ > Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,1.668.143.306.336,1.133.585.132.449,1668143306336.0,1133585132449.0
Bảo hiểm Y tế tự nguyên và con người,Bảo hiểm phi nhân thọ > Bảo hiểm Y tế tự nguyên và con người,Bảo hiểm Y tế tự nguyên và con người,1.400.263.565.555,1.229.347.738.015,1400263565555.0,1229347738015.0
Bảo hiểm Nông nghiệp,Bảo hiểm phi nhân thọ > Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,2.574.387.200,1.931.217.000,2574387200.0,1931217000.0
,,,3.690.699.301.700,2.989.347.710.326,3690699301700.0,2989347710326.0
,,,8.462.636.715.124,6.733.219.605.075,8462636715124.0,6733219605075.0
