row_label_raw,row_label_full,col_0,Mã cổ phiếu,Số đầu năm,Mua trong năm,Bán trong năm,Số cuối năm,numeric__Mã cổ phiếu,numeric__Số đầu năm,numeric__Mua trong năm,numeric__Bán trong năm,numeric__Số cuối năm
Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,Lý do thay đổi các khoản đầu tư:,,,,,
Tổng Công ty Dược Việt Nam - CTCP- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Tổng Công ty Dược Việt Nam - CTCP- Về số lượng- Về giá trị,Tổng Công ty Dược Việt Nam - CTCP- Về số lượng- Về giá trị,DVN,-,11.800.000,-,11.800.000,,,11800000.0,,11800000.0
Tổng Công ty Dược Việt Nam - CTCP- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Tổng Công ty Dược Việt Nam - CTCP- Về số lượng- Về giá trị,Tổng Công ty Dược Việt Nam - CTCP- Về số lượng- Về giá trị,DVN,-,283.624.800.000,-,283.624.800.000,,,283624800000.0,,283624800000.0
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành- Về số lượng- Về giá trị,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành- Về số lượng- Về giá trị,TTF,-,20.806.590,-,20.806.590,,,20806590.0,,20806590.0
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành- Về số lượng- Về giá trị,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành- Về số lượng- Về giá trị,TTF,-,147.060.363.199,-,147.060.363.199,,,147060363199.0,,147060363199.0
Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh- Về số lượng- Về giá trị,Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh- Về số lượng- Về giá trị,DXG,-,9.920.371,(2.500.000),7.420.371,,,9920371.0,-2500000.0,7420371.0
Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh- Về số lượng- Về giá trị,Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh- Về số lượng- Về giá trị,DXG,-,186.619.910.600,(45.067.500.000),141.552.410.600,,,186619910600.0,-45067500000.0,141552410600.0
Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan đầu khí- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan đầu khí- Về số lượng- Về giá trị,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan đầu khí- Về số lượng- Về giá trị,PVD,167.200,-,(149.140),18.060,,167200.0,,-149140.0,18060.0
Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan đầu khí- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan đầu khí- Về số lượng- Về giá trị,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan đầu khí- Về số lượng- Về giá trị,PVD,4.555.545.000,-,(4.063.468.440),492.076.560,,4555545000.0,,-4063468440.0,492076560.0
Công ty Cổ phần Quốc tế Sơn Hà- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Quốc tế Sơn Hà- Về số lượng- Về giá trị,Công ty Cổ phần Quốc tế Sơn Hà- Về số lượng- Về giá trị,SHI,225.075,-,(225.070),5,,225075.0,,-225070.0,5.0
Công ty Cổ phần Quốc tế Sơn Hà- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Quốc tế Sơn Hà- Về số lượng- Về giá trị,Công ty Cổ phần Quốc tế Sơn Hà- Về số lượng- Về giá trị,SHI,1.963.932.000,-,(1.963.888.371),43.629,,1963932000.0,,-1963888371.0,43629.0
Tổng Công ty Cổ phần Viglacera- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Tổng Công ty Cổ phần Viglacera- Về số lượng- Về giá trị,Tổng Công ty Cổ phần Viglacera- Về số lượng- Về giá trị,VGC,14.500.000,-,(14.500.000),-,,14500000.0,,-14500000.0,
Tổng Công ty Cổ phần Viglacera- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Tổng Công ty Cổ phần Viglacera- Về số lượng- Về giá trị,Tổng Công ty Cổ phần Viglacera- Về số lượng- Về giá trị,VGC,200.100.000.000,-,(200.100.000.000),-,,200100000000.0,,-200100000000.0,
Công ty Cổ phần Đường Biên Hòa- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Đường Biên Hòa- Về số lượng- Về giá trị,Công ty Cổ phần Đường Biên Hòa- Về số lượng- Về giá trị,BHS,100.000,-,(100.000),-,,100000.0,,-100000.0,
Công ty Cổ phần Đường Biên Hòa- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Công ty Cổ phần Đường Biên Hòa- Về số lượng- Về giá trị,Công ty Cổ phần Đường Biên Hòa- Về số lượng- Về giá trị,BHS,1.894.368.040,-,(1.894.368.040),-,,1894368040.0,,-1894368040.0,
Ngân hàng TMCP Á Châu- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Ngân hàng TMCP Á Châu- Về số lượng- Về giá trị,Ngân hàng TMCP Á Châu- Về số lượng- Về giá trị,ACB,7.500,-,(7.500),-,,7500.0,,-7500.0,
Ngân hàng TMCP Á Châu- Về số lượng- Về giá trị,Lý do thay đổi các khoản đầu tư: > Ngân hàng TMCP Á Châu- Về số lượng- Về giá trị,Ngân hàng TMCP Á Châu- Về số lượng- Về giá trị,ACB,130.437.063,-,(130.437.063),-,,130437063.0,,-130437063.0,
