row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Bên liên quan,Tạm ứng,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Bên liên quan,Thu hồi tạm ứng,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Bên liên quan,Thu nhập từ phạt,,,,,,
Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Bên liên quan,hủy hợp đồng,198.611.111,-,,,198611111.0,
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,Cổ tức,22.496.501.061,13.790.494.764,,,22496501061.0,13790494764.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,Chi phí lãi vay,12.580.150.472,10.380.625.000,,,12580150472.0,10380625000.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,Chi phí dịch vụ,1.108.483.587,546.203.716,,,1108483587.0,546203716.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,Chi hộ,228.039.839,-,,,228039839.0,
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,Vay,-,140.000.000.000,,,,140000000000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty liên kết,Góp vốn,16.000.000.000,-,,,16000000000.0,
Công ty Cổ phần Capella Việt Nam,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Capella Việt Nam,Công ty Cổ phần Capella Việt Nam,Công ty liên kết,Góp vốn,3.148.000.000,-,,,3148000000.0,
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,Lãi cho vay,631.222.222,-,,,631222222.0,
Công ty TNHH Sacom Chíp Sáng,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty TNHH Sacom Chíp Sáng,Công ty TNHH Sacom Chíp Sáng,Công ty con,Lãi cho vay,473.518.888,617.107.602,,,473518888.0,617107602.0
Công ty TNHH Sacom Chíp Sáng,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Công ty TNHH Sacom Chíp Sáng,Công ty TNHH Sacom Chíp Sáng,Công ty con,Chi phí thuê,49.269.000,20.490.000,,,49269000.0,20490000.0
Thành viên Ban Tổng Giám đốc,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành > Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Bên liên quan,Tạm ứng,3.273.861.059,-,,,3273861059.0,
