row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,Vay,249.279.000.000,533.500.000.000,,,249279000000.0,533500000000.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,Chi phí lãi vay,31.709.636.103,23.568.808.888,,,31709636103.0,23568808888.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,Chi phí dịch vụ,762.637.076,783.683.113,,,762637076.0,783683113.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,Doanh thu cho thuê,264.594.911,33.173.636,,,264594911.0,33173636.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,Góp vốn,-,36.900.000.000,,,,36900000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,Vay,235.700.000.000,18.000.000.000,,,235700000000.0,18000000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,Cổ tức,24.975.000.000,53.946.000.000,,,24975000000.0,53946000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,Mua thành phẩm,10.233.216.000,-,,,10233216000.0,
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,Chi phí lãi vay,2.791.594.231,1.895.163.334,,,2791594231.0,1895163334.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,Doanh thu cho thuê,830.464.432,395.974.616,,,830464432.0,395974616.0
