row_label_raw,row_label_full,Ông Nguyễn Hải Dương,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Hoàng Trí Cường,Ông Hoàng Trí Cường,Ông Hoàng Trí Cường,Phó Chủ tịch,,,
Ông Đào Ngọc Thanh,Ông Đào Ngọc Thanh,Ông Đào Ngọc Thanh,Phó Chủ tịch,bổ nhiệm ngày 9 tháng 3 năm 2017,,
Ông Đỗ Văn Trắc,Ông Đỗ Văn Trắc,Ông Đỗ Văn Trắc,Phó Chủ tịch,miễn nhiệm ngày 8 tháng 3 năm 2017,,
Ông Nguyễn Hồng Hải,Ông Nguyễn Hồng Hải,Ông Nguyễn Hồng Hải,Thành viên,,,
Ông Trần Hải Quang,Ông Trần Hải Quang,Ông Trần Hải Quang,Thành viên,bổ nhiệm ngày 9 tháng 3 năm 2017,,
Ông Đỗ Thanh Bình,Ông Đỗ Thanh Bình,Ông Đỗ Thanh Bình,Thành viên,miễn nhiệm ngày 8 tháng 3 năm 2017,,
