row_label_raw,row_label_full,Đầu tư vào công ty con (Thuyết minh số 13.1) > Đầu tư vào công ty liên kết(Thuyết minh số 13.2) > Đầu tư góp vốn vào đơn vị khác(Thuyết minh số 13.3),Số cuối năm > 1.814.800.000.000 > 617.442.966.000 > 16.500.000.000,VND Số đầu năm > 1.914.800.000.000 > 778.106.010.060 > 16.500.000.000,numeric__Số cuối năm > 1.814.800.000.000 > 617.442.966.000 > 16.500.000.000,numeric__VND Số đầu năm > 1.914.800.000.000 > 778.106.010.060 > 16.500.000.000
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(144.683.592.713),(80.092.747.694),-144683592713.0,-80092747694.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.304.059.373.287,2.629.313.262.366,2304059373287.0,2629313262366.0
