row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,688.116.157.371,534.138.399.297,1.051.801.905.590,170.452.651.078,688116157371.0,534138399297.0,1051801905590.0,170452651078.0
Vay từ các bên liên quan (Thuyết minh số 19.1 và 26),Vay từ các bên liên quan (Thuyết minh số 19.1 và 26),Vay từ các bên liên quan (Thuyết minh số 19.1 và 26),681.116.157.371,235.700.000.000,804.816.157.371,112.000.000.000,681116157371.0,235700000000.0,804816157371.0,112000000000.0
- Công ty Cổ phần Địa ốc Sacom,- Công ty Cổ phần Địa ốc Sacom,- Công ty Cổ phần Địa ốc Sacom,170.000.000.000,-,89.000.000.000,81.000.000.000,170000000000.0,,89000000000.0,81000000000.0
- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,18.532.500.000,235.700.000.000,223.232.500.000,31.000.000.000,18532500000.0,235700000000.0,223232500000.0,31000000000.0
- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,430.700.000.000,-,430.700.000.000,-,430700000000.0,,430700000000.0,
- Công ty Cổ phần Bất động sản Hiệp Phú,- Công ty Cổ phần Bất động sản Hiệp Phú,- Công ty Cổ phần Bất động sản Hiệp Phú,61.883.657.371,-,61.883.657.371,-,61883657371.0,,61883657371.0,
Vay từ cá nhân,Vay từ cá nhân,Vay từ cá nhân,7.000.000.000,-,7.000.000.000,-,7000000000.0,,7000000000.0,
Vay từ Công ty Cổ phần Chứng Khoán Sài Gòn(Thuyết minh số 19.2),Vay từ Công ty Cổ phần Chứng Khoán Sài Gòn(Thuyết minh số 19.2),Vay từ Công ty Cổ phần Chứng Khoán Sài Gòn(Thuyết minh số 19.2),-,298.438.399.297,239.985.748.219,58.452.651.078,,298438399297.0,239985748219.0,58452651078.0
Dài hạn,Dài hạn,Dài hạn,-,717.200.000.000,5.100.000.000,712.100.000.000,,717200000000.0,5100000000.0,712100000000.0
Vay từ ngân hàng (Thuyết minh số 19.3),Vay từ ngân hàng (Thuyết minh số 19.3),Vay từ ngân hàng (Thuyết minh số 19.3),-,467.921.000.000,-,467.921.000.000,,467921000000.0,,467921000000.0
Vay từ bên liên quan (Thuyết minh số 19.4 và 26),Vay từ bên liên quan (Thuyết minh số 19.4 và 26),Vay từ bên liên quan (Thuyết minh số 19.4 và 26),-,249.279.000.000,5.100.000.000,244.179.000.000,,249279000000.0,5100000000.0,244179000000.0
- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,-,249.279.000.000,5.100.000.000,244.179.000.000,,249279000000.0,5100000000.0,244179000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,688.116.157.371,1.251.338.399.297,1.056.901.905.590,882.552.651.078,688116157371.0,1251338399297.0,1056901905590.0,882552651078.0
