row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,21.1,16.660.481.520,3.576.390.250,,211.0,16660481520.0,3576390250.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,22,(11.230.722.129),(441.635.848),,22.0,-11230722129.0,-441635848.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.429.759.391,3.134.754.402,,,5429759391.0,3134754402.0
21,21,21,Doanh thu hoạt động tài chính,21.2,255.110.872.527,112.739.766.562,,212.0,255110872527.0,112739766562.0
22,22,22,Chỉ phí tài chính,23,(202.572.748.514),(67.323.410.375),,23.0,-202572748514.0,-67323410375.0
23,23,23,Trong đó: Chi phí lãi vay,,(87.643.819.372),(38.507.234.157),,,-87643819372.0,-38507234157.0
25,25,25,Chỉ phí bán hàng,24,-,(188.848.441),,24.0,,-188848441.0
26,26,26,Chỉ phí quản lý doanh nghiệp,24,(28.972.506.969),(16.274.519.380),,24.0,-28972506969.0,-16274519380.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,28.995.376.435,32.087.742.768,,,28995376435.0,32087742768.0
31,31,31,Thu nhập khác,,598.611.111,527.048.204,,,598611111.0,527048204.0
32,32,32,Chỉ phí khác,,-,(486.841.040),,,,-486841040.0
40,40,40,Lợi nhuận khác,,598.611.111,40.207.164,,,598611111.0,40207164.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,29.593.987.546,32.127.949.932,,,29593987546.0,32127949932.0
51,51,51,Chỉ phí thuế TNDN hiện hành,25.2,-,-,,252.0,,
52,52,52,Thu nhập thuế TNDN hoãn lại,25.3,387.980.289,-,,253.0,387980289.0,
60,60,60,Lợi nhuận sau thuế TNDN,,29.981.967.835,32.127.949.932,,,29981967835.0,32127949932.0
