row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị ghi số VND,31/12/2017 > Giá trị hợp lý VND,31/12/2017 > Dự phòng giảm giá VND,1/1/2017 > Giá trị ghi số VND,1/1/2017 > Giá trị hợp lý VND,1/1/2017 > Dự phòng giảm giá VND,numeric__31/12/2017 > Giá trị ghi số VND,numeric__31/12/2017 > Giá trị hợp lý VND,numeric__31/12/2017 > Dự phòng giảm giá VND,numeric__1/1/2017 > Giá trị ghi số VND,numeric__1/1/2017 > Giá trị hợp lý VND,numeric__1/1/2017 > Dự phòng giảm giá VND
Đầu tư ngắn hạn vào cổ phiếu:▪ Ngân hàng Thương mại Cổ phần Bảo Việt (*)▪ Khác,Đầu tư ngắn hạn vào cổ phiếu:▪ Ngân hàng Thương mại Cổ phần Bảo Việt (*)▪ Khác,Đầu tư ngắn hạn vào cổ phiếu:▪ Ngân hàng Thương mại Cổ phần Bảo Việt (*)▪ Khác,442.000.000.00023.488.016,442.000.000.00023.542.016,-,442.000.000.00023.488.016,442.000.000.00023.531.816,-,4.420000000002349e+19,4.420000000002354e+19,,4.420000000002349e+19,4.4200000000023536e+19,
,,,442.023.488.016,442.023.542.016,-,442.023.488.016,442.023.531.816,-,442023488016.0,442023542016.0,,442023488016.0,442023531816.0,
