row_label_raw,row_label_full,col_0,Trong nước,Trong nước_1,Nước ngoài,Nước ngoài_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2017VND,2016VND,2017VND,2016VND,2017VND,2016VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,43.051.260.948.315,38.064.089.962.852,4.407.518.671.189,5.745.036.418.358,47.458.779.619.504,43.809.126.381.210,43051260948315.0,38064089962852.0,4407518671189.0,5745036418358.0,47458779619504.0,43809126381210.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,22.727.244.630.910,20.452.296.148.635,1.516.853.486.110,2.070.409.972.691,24.244.098.117.020,22.522.706.121.326,22727244630910.0,20452296148635.0,1516853486110.0,2070409972691.0,24244098117020.0,22522706121326.0
Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,20.324.016.317.405,17.611.793.814.217,2.890.665.185.079,3.674.626.445.667,23.214.681.502.484,21.286.420.259.884,20324016317405.0,17611793814217.0,2890665185079.0,3674626445667.0,23214681502484.0,21286420259884.0
