row_label_raw,row_label_full,Máy móc thiết bị – Nhà máy Sữa Việt Nam,31/12/2017VND > 157.946.048.335,1/1/2017VND > 179.888.609.336,numeric__31/12/2017VND > 157.946.048.335,numeric__1/1/2017VND > 179.888.609.336
Máy móc thiết bị – Nhà máy Sữa Sài Gòn,Máy móc thiết bị – Nhà máy Sữa Sài Gòn,Máy móc thiết bị – Nhà máy Sữa Sài Gòn,141.602.512.259,90.072.363.870,141602512259.0,90072363870.0
Máy móc thiết bị – Nhà máy Nước Giải Khát,Máy móc thiết bị – Nhà máy Nước Giải Khát,Máy móc thiết bị – Nhà máy Nước Giải Khát,340.171.668.253,-,340171668253.0,
Khác,Khác,Khác,330.884.772.719,160.347.469.869,330884772719.0,160347469869.0
,,,970.605.001.566,430.308.443.075,970605001566.0,430308443075.0
