row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phítrả trước khácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phítrả trước khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,127.407.170.305,134.104.935.791,38.427.743.659,299.939.849.755,127407170305.0,134104935791.0,38427743659.0,299939849755.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.502.746.703,116.380.625.299,36.124.033.580,155.007.405.582,2502746703.0,116380625299.0,36124033580.0,155007405582.0
Tăng do sáp nhập công tycon (Thuyết minh VII.3),Tăng do sáp nhập công tycon (Thuyết minh VII.3),Tăng do sáp nhập công tycon (Thuyết minh VII.3),-,453.033.579,82.650.524,535.684.103,,453033579.0,82650524.0,535684103.0
Tăng từ tài sản cố địnhvô hình,Tăng từ tài sản cố địnhvô hình,Tăng từ tài sản cố địnhvô hình,90.358.492.838,-,-,90.358.492.838,90358492838.0,,,90358492838.0
Tăng từ xây dựng cơ bảnhoàn thành,Tăng từ xây dựng cơ bảnhoàn thành,Tăng từ xây dựng cơ bảnhoàn thành,-,513.490.250,-,513.490.250,,513490250.0,,513490250.0
Phân loại lại,Phân loại lại,Phân loại lại,-,276.831.095,(276.831.095),-,,276831095.0,-276831095.0,
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(6.125.976.155),(80.472.205.890),(29.831.524.880),(116.429.706.925),-6125976155.0,-80472205890.0,-29831524880.0,-116429706925.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,214.142.433.691,171.256.710.124,44.526.071.788,429.925.215.603,214142433691.0,171256710124.0,44526071788.0,429925215603.0
