row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,"Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định (""TSCĐ"") và phân bổ lợi thế thương mại",,524.577.842.062,265.130.587.479,,,524577842062.0,265130587479.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định (""TSCĐ"") và phân bổ lợi thế thương mại",,254.230.428.893,193.367.525.445,,,254230428893.0,193367525445.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,103.169.147.721,3.198.290.066,,,103169147721.0,3198290066.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lãi chênh lệch tỷ giá hối đoài do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(2.146.651.687),(415.157.851),,,-2146651687.0,-415157851.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,,(219.917.876.462),(13.136.829.741),,,-219917876462.0,-13136829741.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay và các chi phí đi vay khác,,167.149.402.470,170.446.855.907,,,167149402470.0,170446855907.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,827.062.292.997,618.591.271.305,,,827062292997.0,618591271305.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Tăng các khoản phải thu,,(46.367.725.934),(4.835.515),,,-46367725934.0,-4835515.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,,(8.941.657.731),(1.036.970.174),,,-8941657731.0,-1036970174.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,(Giảm)/tăng các khoản phải trả,,(650.026.207),74.187.947.332,,,-650026207.0,74187947332.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Giảm chi phí trả trước,,43.997.238.905,41.862.850.975,,,43997238905.0,41862850975.0
13,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13,13,Tăng chứng khoán kinh doanh,,(546.648.172.508),,,,-546648172508.0,
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay và các chi phí đi vay khác đã trả,,(133.526.573.569),(2.450.000.000),,,-133526573569.0,-2450000000.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,,(89.415.043.357),(62.414.431.030),,,-89415043357.0,-62414431030.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(31.736.373.519),(26.299.593.744),,,-31736373519.0,-26299593744.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,13.773.959.077,642.436.239.149,,,13773959077.0,642436239149.0
