row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh lại,Số liệu tính toán lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh lại,numeric__Số liệu tính toán lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),123.623.359.657,-,123.623.359.657,123623359657.0,,123623359657.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",(11.013.441.390),(13.986.558.610),(25.000.000.000),-11013441390.0,-13986558610.0,-25000000000.0
Lợi nhuận đề tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận đề tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận đề tính lãi cơ bản trên cổ phiếu (VND),112.609.918.267,(13.986.558.610),98.623.359.657,112609918267.0,-13986558610.0,98623359657.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (***),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (***),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (***),133.395.642,10.004.673,143.400.315,133395642.0,10004673.0,143400315.0
Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),844,(156),688,844.0,-156.0,688.0
