row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGĂN HẠN,,1.811.557.308.602,1.346.116.796.163,,,1811557308602.0,1346116796163.0
110,110,110,Tiền và các khoản tương đương tiền,4,546.631.384.396,370.506.274.358,,4.0,546631384396.0,370506274358.0
111,111,111,Tiền,,340.111.384.396,135.606.274.358,,,340111384396.0,135606274358.0
112,112,112,Các khoản tương đương tiền,,206.520.000.000,234.900.000.000,,,206520000000.0,234900000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,806.333.297.341,425.016.299.943,,,806333297341.0,425016299943.0
121,121,121,Chứng khoán kinh doanh,11(a),546.648.172.508,-,,,546648172508.0,
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,11(a),(26.064.875.167),-,,,-26064875167.0,
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,11(b),285.750.000.000,425.016.299.943,,,285750000000.0,425016299943.0
130,130,130,Các khoản phải thu ngắn hạn,,354.874.936.762,464.364.981.166,,,354874936762.0,464364981166.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,236.744.183.566,205.263.011.710,,5.0,236744183566.0,205263011710.0
132,132,132,Trả trước cho người bán ngắn hạn,6,18.808.589.913,13.578.690.375,,6.0,18808589913.0,13578690375.0
136,136,136,Phải thu ngắn hạn khác,7(a),103.073.509.674,247.560.452.918,,,103073509674.0,247560452918.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,5,(3.751.346.391),(2.037.173.837),,5.0,-3751346391.0,-2037173837.0
140,140,140,Hàng tồn kho,,47.470.252.892,29.065.056.002,,,47470252892.0,29065056002.0
141,141,141,Hàng tồn kho,8,47.470.252.892,29.065.056.002,,8.0,47470252892.0,29065056002.0
150,150,150,Tài sản ngắn hạn khác,,56.247.437.211,57.164.184.694,,,56247437211.0,57164184694.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),17.693.351.014,20.161.906.312,,,17693351014.0,20161906312.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),35.639.643.041,35.389.709.327,,,35639643041.0,35389709327.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(b),2.914.443.156,1.612.569.055,,,2914443156.0,1612569055.0
200,200,200,TÀI SẢN DÀI HẠN,,5.983.572.285.936,3.844.809.057.925,,,5983572285936.0,3844809057925.0
210,210,210,Các khoản phải thu dài hạn,,3.624.576.352,827.203.931.552,,,3624576352.0,827203931552.0
216,216,216,Phải thu dài hạn khác,7(b),3.624.576.352,827.203.931.552,,,3624576352.0,827203931552.0
220,220,220,Tài sản cố định,,3.611.422.058.657,643.931.552.904,,,3611422058657.0,643931552904.0
221,221,221,Tài sản cố định hữu hình,10(a),1.347.446.163.423,632.776.216.056,,,1347446163423.0,632776216056.0
222,222,222,Nguyên giá,,4.195.839.269.027,2.556.974.350.993,,,4195839269027.0,2556974350993.0
223,223,223,Giá trị khấu hao lũy kế,,(2.848.393.105.604),(1.924.198.134.937),,,-2848393105604.0,-1924198134937.0
224,224,224,Tài sản cố định thuê tài chính,,4.466.623.768,5.043.501.523,,,4466623768.0,5043501523.0
225,225,225,Nguyên giá,,5.187.601.567,5.187.601.567,,,5187601567.0,5187601567.0
226,226,226,Giá trị khấu hao lũy kế,,(720.977.799),(144.100.044),,,-720977799.0,-144100044.0
227,227,227,Tài sản cố định vô hình,10(b),2.259.509.271.466,6.111.835.325,,,2259509271466.0,6111835325.0
228,228,228,Nguyên giá,,2.320.997.600.260,22.239.958.750,,,2320997600260.0,22239958750.0
229,229,229,Giá trị khấu hao lũy kế,,(61.488.328.794),(16.128.123.425),,,-61488328794.0,-16128123425.0
240,240,240,Tài sản dở dang dài hạn,,396.378.000,-,,,396378000.0,
242,242,242,Chỉ phí xây dựng cơ bản dở dang,,396.378.000,-,,,396378000.0,
250,250,250,Đầu tư tài chính dài hạn,,759.362.263.714,1.470.217.463.204,,,759362263714.0,1470217463204.0
252,252,252,Đầu tư vào công ty liên kết,11(c),759.207.263.714,1.470.062.463.204,,,759207263714.0,1470062463204.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,11(d),155.000.000,155.000.000,,,155000000.0,155000000.0
260,260,260,Tài sản dài hạn khác,,1.608.767.009.213,903.456.110.265,,,1608767009213.0,903456110265.0
261,261,261,Chi phí trả trước dài hạn,9(b),1.152.722.738.658,898.439.930.657,,,1152722738658.0,898439930657.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,-,18.611.932,,,,18611932.0
263,263,263,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",,-,428.200.000,,,,428200000.0
268,268,268,Tài sản dài hạn khác,,6.000.000.000,-,,,6000000000.0,
269,269,269,Lợi thế thương mại,12,450.044.270.555,4.569.367.676,,12.0,450044270555.0,4569367676.0
270,270,270,TỔNG TÀI SẢN,,7.795.129.594.538,5.190.925.854.088,,,7795129594538.0,5190925854088.0
