row_label_raw,row_label_full,col_0,col_1,2024VND,2023VND,numeric__col_1,numeric__2024VND,numeric__2023VND
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,,
Ông Nguyễn Đức Thành,Ban Kiểm soát > Ông Nguyễn Đức Thành,Ông Nguyễn Đức Thành,Trường ban(từ ngày 10/6/2024),1.016.737.501,-,,1016737501.0,
Ông Trương Lý Thế Anh,Ban Kiểm soát > Ông Trương Lý Thế Anh,Ông Trương Lý Thế Anh,Trường ban(dếng ngày 10/6/2024),957.502.000,800.651.000,,957502000.0,800651000.0
Bà Ngô Thị Thùy Lương,Ban Kiểm soát > Bà Ngô Thị Thùy Lương,Bà Ngô Thị Thùy Lương,Thành viên,527.144.300,413.913.256,,527144300.0,413913256.0
Bà Nghiêm Thị Thùy Dương,Ban Kiểm soát > Bà Nghiêm Thị Thùy Dương,Bà Nghiêm Thị Thùy Dương,Thành viên,1.523.610.599,1.059.263.372,,1523610599.0,1059263372.0
Bà Nguyễn Thị Kim Nhã,Ban Kiểm soát > Bà Nguyễn Thị Kim Nhã,Bà Nguyễn Thị Kim Nhã,Trường ban(dếng ngày 10/3/2023),-,189.854.000,,,189854000.0
Bà Nguyễn Thị Minh Lan,Ban Kiểm soát > Bà Nguyễn Thị Minh Lan,Bà Nguyễn Thị Minh Lan,Thành viên(dếng ngày 10/3/2023),-,326.764.638,,,326764638.0
Ban Điều hành,Ban Điều hành,Ban Điều hành,Ban Điều hành,Ban Điều hành,Ban Điều hành,,,
Ông Tạ Công Thông,Ông Tạ Công Thông,Ông Tạ Công Thông,Tổng Giám đốc(từ ngày 28/2/2024),,,,,
Ông Tạ Công Thông,Ông Tạ Công Thông,Ông Tạ Công Thông,Giám đốc Marketing(dếng ngày 28/2/2024),Như trên,Như trên,,,
Ông Cáp Trọng Cường,Ông Cáp Trọng Cường,Ông Cáp Trọng Cường,Tổng Giám đốc(dếng ngày 28/2/2024),Như trên,Như trên,,,
Ông Nguyễn Thế Trọng,Ông Nguyễn Thế Trọng,Ông Nguyễn Thế Trọng,Phó Tổng Giám đốc(từ ngày 20/6/2024đến ngày 1/1/2025),,,,,
Ông Nguyễn Thế Trọng,Ông Nguyễn Thế Trọng > Ông Nguyễn Thế Trọng,Ông Nguyễn Thế Trọng,Giám đốc Kỹ thuật(dếng ngày 20/6/2024),1.971.180.351,2.614.933.107,,1971180351.0,2614933107.0
Bà Trương Anh Thư,Bà Trương Anh Thư,Bà Trương Anh Thư,Phó Tổng Giám đốc(từ ngày 20/6/2024),,,,,
Bà Trương Anh Thư,Bà Trương Anh Thư > Bà Trương Anh Thư,Bà Trương Anh Thư,Giám đốc tài chính(từ ngày 1/3/2024),2.056.100.000,-,,2056100000.0,
Ông Vũ Ngọc Lâm,Bà Trương Anh Thư > Ông Vũ Ngọc Lâm,Ông Vũ Ngọc Lâm,Phó Tổng Giám đốc(từ ngày 20/6/2024),1.007.467.000,-,,1007467000.0,
Ông Phan Văn Hung,Bà Trương Anh Thư > Ông Phan Văn Hung,Ông Phan Văn Hung,Giám đốc Tài chính(dếng ngày 1/3/2024),386.666.667,2.316.407.000,,386666667.0,2316407000.0
Ông Phạm Thanh Tuấn,Bà Trương Anh Thư > Ông Phạm Thanh Tuấn,Ông Phạm Thanh Tuấn,Kế toán trường(từ ngày 1/3/2024),2.055.100.000,-,,2055100000.0,
Ông Lê Thế Trung,Bà Trương Anh Thư > Ông Lê Thế Trung,Ông Lê Thế Trung,Kế toán trường(dếng ngày 1/3/2024),656.000.000,3.260.954.000,,656000000.0,3260954000.0
