row_label_raw,row_label_full,Ông Nguyễn Đức Dũng > Ông Bùi Minh Hung > Ông Nguyễn Việt Hoà,Chủ tịch(từ ngày 15/5/2024) > Thành viên(đến ngày 15/5/2024) > Chủ tịch(đến ngày 15/5/2024) > Thành viên(từ ngày 15/5/2024đến ngày 10/6/2024) > Chủ tịch(đến ngày 10/3/2023),3.197.600.000 > 1.760.400.833 > -,2.091.100.000 > 3.931.602.000 > 733.854.000,numeric__Chủ tịch(từ ngày 15/5/2024) > Thành viên(đến ngày 15/5/2024) > Chủ tịch(đến ngày 15/5/2024) > Thành viên(từ ngày 15/5/2024đến ngày 10/6/2024) > Chủ tịch(đến ngày 10/3/2023),numeric__3.197.600.000 > 1.760.400.833 > -,numeric__2.091.100.000 > 3.931.602.000 > 733.854.000
Ông Tạ Công Thông,Ông Tạ Công Thông,Ông Tạ Công Thông,Thành viên,4.793.822.665,3.087.152.099,,4793822665.0,3087152099.0
Ông Ninh Văn Hiến,Ông Ninh Văn Hiến,Ông Ninh Văn Hiến,Thành viên(từ ngày 10/6/2024),100.000.000,-,,100000000.0,
Ông Phan Tuấn Linh,Ông Phan Tuấn Linh,Ông Phan Tuấn Linh,Thành viên(từ ngày 10/6/2024),984.225.002,-,,984225002.0,
Bà Trần Thị Phương Anh,Bà Trần Thị Phương Anh,Bà Trần Thị Phương Anh,Thành viên(từ ngày 10/6/2024),697.346.000,-,,697346000.0,
Ông Văn Trần Hoàn,Ông Văn Trần Hoàn,Ông Văn Trần Hoàn,Thành viên(đến ngày 10/6/2024),250.000.000,440.000.000,,250000000.0,440000000.0
Ông Cáp Trọng Cường,Ông Cáp Trọng Cường,Ông Cáp Trọng Cường,Thành viên(đến ngày 10/6/2024),1.159.761.896,3.668.607.756,,1159761896.0,3668607756.0
Ông Nguyễn Việt Trung,Ông Nguyễn Việt Trung,Ông Nguyễn Việt Trung,Thành viên(đến ngày 10/3/2023),-,840.000.000,,,840000000.0
