row_label_raw,row_label_full,col_0,2024,2023 (**),numeric__2024,numeric__2023 (**)
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),336.159.900.134,123.623.359.657,336159900134.0,123623359657.0
"Điều chỉnh giảm lợi nhuận do trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm lợi nhuận do trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm lợi nhuận do trích quỹ khen thưởng, phúc lợi (VND) (*)",-,(25.000.000.000),,-25000000000.0
,,,336.159.900.134,98.623.359.657,336159900134.0,98623359657.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),241.348.747,143.400.315,241348747.0,143400315.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),1.393,688,1393.0,688.0
