row_label_raw,row_label_full,Số dư tại 1 tháng 1 năm 2024 > Tăng đầu tư vào công ty liên kếttrong năm,Công ty Cổ phần LogisticsCảng Đà NẵngVND > 16.645.506.702 > -,Công ty Cổ phầnDịch vụ Dầu khíĐình VũVND > 93.417.959.832 > -,Công ty TNHHTuyến ContainerT.S. Hà NộiVND > 4.581.186.174 > -,Công ty Cổ phầnCáng VIMCDình VũVND > 357.408.811.200 > -,Công ty Cổ phầnVận tải BiếnVinashipVND > - > 366.885.106.353,Công ty Cổphản VHLLogisticsVND > - > 9.724.000.000,Công ty TNHHCăng Nam HảiĐình VũVND > 998.008.999.296 > -,Tổng cộngVND > 1.470.062.463.204 > 376.609.106.353,numeric__Công ty Cổ phần LogisticsCảng Đà NẵngVND > 16.645.506.702 > -,numeric__Công ty Cổ phầnDịch vụ Dầu khíĐình VũVND > 93.417.959.832 > -,numeric__Công ty TNHHTuyến ContainerT.S. Hà NộiVND > 4.581.186.174 > -,numeric__Công ty Cổ phầnCáng VIMCDình VũVND > 357.408.811.200 > -,numeric__Công ty Cổ phầnVận tải BiếnVinashipVND > - > 366.885.106.353,numeric__Công ty Cổphản VHLLogisticsVND > - > 9.724.000.000,numeric__Công ty TNHHCăng Nam HảiĐình VũVND > 998.008.999.296 > -,numeric__Tổng cộngVND > 1.470.062.463.204 > 376.609.106.353
Điều chỉnh giảm giả phí khoản đầu tưPhần lãi/(lỗ) của Tập đoàn trong kếtquả kinh doanh của các công tyliên kết,Điều chỉnh giảm giả phí khoản đầu tưPhần lãi/(lỗ) của Tập đoàn trong kếtquả kinh doanh của các công tyliên kết,Điều chỉnh giảm giả phí khoản đầu tưPhần lãi/(lỗ) của Tập đoàn trong kếtquả kinh doanh của các công tyliên kết,-,-,-,-,-,-,(5.167.951.789),(5.167.951.789),,,,,,,-5167951789.0,-5167951789.0
Cổ tức đã nhận,Cổ tức đã nhận,Cổ tức đã nhận,(1.332.000.000),-,-,(9.846.955.788),15.141.609.073,-,(8.826.751.377),(3.532.098.092),-1332000000.0,,,-9846955788.0,15141609073.0,,-8826751377.0,-3532098092.0
Thoái vốn đầu tư vào công ty liên kếttrong năm,Thoái vốn đầu tư vào công ty liên kếttrong năm,Thoái vốn đầu tư vào công ty liên kếttrong năm,-,(93.417.959.832),-,-,-,-,-,(1.332.000.000),,-93417959832.0,,,,,,-1332000000.0
Chuyển sang đầu tư vào công ty controng năm,Chuyển sang đầu tư vào công ty controng năm,Chuyển sang đầu tư vào công ty controng năm,-,-,-,-,-,-,(984.014.296.130),(984.014.296.130),,,,,,,-984014296130.0,-984014296130.0
Số dư tại 31 tháng 12 năm 2024,Số dư tại 31 tháng 12 năm 2024,Số dư tại 31 tháng 12 năm 2024,15.313.506.702,-,4.581.186.174,347.561.855.412,382.026.715.426,9.724.000.000,-,759.207.263.714,15313506702.0,,4581186174.0,347561855412.0,382026715426.0,9724000000.0,,759207263714.0
