row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRẢ,,2.899.013.876.257,1.896.618.956.700,,,2899013876257.0,1896618956700.0
310,310,310,Nợ ngắn hạn,,715.021.123.705,403.171.566.331,,,715021123705.0,403171566331.0
311,311,311,Phải trả người bán ngắn hạn,13,107.683.328.347,109.858.794.952,,13.0,107683328347.0,109858794952.0
312,312,312,Người mua trả tiền trước ngắn hạn,,4.173.913.884,2.967.706.530,,,4173913884.0,2967706530.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(c),47.069.114.487,29.317.673.914,,,47069114487.0,29317673914.0
314,314,314,Phải trả người lao động,15,70.613.349.469,55.092.480.977,,15.0,70613349469.0,55092480977.0
315,315,315,Chi phí phải trả ngắn hạn,16(a),76.697.312.158,58.870.360.556,,,76697312158.0,58870360556.0
318,318,318,Doanh thu chưa thực hp’iện ngắn hạn,,180.748.660,-,,,180748660.0,
319,319,319,Phải trả ngắn hạn khác,17,19.916.673.963,14.271.499.464,,17.0,19916673963.0,14271499464.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,18(a),299.753.683.804,118.835.910.443,,,299753683804.0,118835910443.0
321,321,321,Dự phòng phải trả ngắn hạn,19,76.036.500.000,-,,19.0,76036500000.0,
322,322,322,"Quỹ khen thưởng, phúc lợi",20,12.896.498.933,13.957.139.495,,20.0,12896498933.0,13957139495.0
330,330,330,Nợ dài hạn,,2.183.992.752.552,1.493.447.390.369,,,2183992752552.0,1493447390369.0
333,333,333,Chi phí phải trả dài hạn,16(b),-,8.502.467.705,,,,8502467705.0
337,337,337,Phải trả dài hạn khác,,785.400.000,1.607.000.000,,,785400000.0,1607000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,18(b),1.650.298.938.156,1.449.749.013.010,,,1650298938156.0,1449749013010.0
341,341,341,Thuế thu nhập hoãn lại phải trả,21,530.378.777.454,30.412.872.712,,21.0,530378777454.0,30412872712.0
342,342,342,Dự phòng phải trả dài hạn,,2.529.636.942,3.176.036.942,,,2529636942.0,3176036942.0
400,400,400,VỐN CHỦ SỞ HỮU,,4.896.115.718.281,3.294.306.897.388,,,4896115718281.0,3294306897388.0
410,410,410,Vốn chủ sở hữu,,4.896.115.718.281,3.294.306.897.388,,,4896115718281.0,3294306897388.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",2.867.968.190.000,1.333.956.420.000,,,2867968190000.0,1333956420000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.867.968.190.000,1.333.956.420.000,,,2867968190000.0,1333956420000.0
412,412,412,Thặng dư vốn cổ phần,23,39.497.521.246,39.403.521.246,,23.0,39497521246.0,39403521246.0
414,414,414,Vốn khác của chủ sở hữu,23,1.382.700.000,1.382.700.000,,23.0,1382700000.0,1382700000.0
418,418,418,Quỹ đầu tư phát triển,23,892.644.137.680,886.626.243.776,,23.0,892644137680.0,886626243776.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,23,719.517.346.868,620.034.996.643,,23.0,719517346868.0,620034996643.0
421a,421a,421a,- LNST chưa phân phổ lũy kế của các năm trước,,383.357.446.734,496.411.636.986,,,383357446734.0,496411636986.0
421b,421b,421b,- LNST chưa phân phối năm nay,,336.159.900.134,123.623.359.657,,,336159900134.0,123623359657.0
429,429,429,Lợi ích cổ đông không kiểm soát,23,375.105.822.487,412.903.015.723,,23.0,375105822487.0,412903015723.0
440,440,440,TỔNG NGUỒN VỐN,,7.795.129.594.538,5.190.925.854.088,,,7795129594538.0,5190925854088.0
