row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016 Triệu VND,31/12/2015 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016 Triệu VND,numeric__31/12/2015 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.513.873,1.226.855,,4.0,1513873.0,1226855.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,10.002.478,8.181.894,,5.0,10002478.0,8181894.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",6,24.189.158,28.040.926,,6.0,24189158.0,28040926.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,10.283.451,17.166.923,,,10283451.0,17166923.0
2,A > 2,2,Cho vay các TCTD khác,,14.101.923,11.143.003,,,14101923.0,11143003.0
3,A > 3,3,Dự phòng rủi ro,,(196.216),(269.000),,,-196216.0,-269000.0
IV,A > IV,IV,Chứng khoán kinh doanh,,-,2.966.730,,,,2966730.0
1,A > 1,1,Chứng khoán kinh doanh,,-,2.966.730,,,,2966730.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,53.419,96.437,,7.0,53419.0,96437.0
VI,A > VI,VI,Cho vay khách hàng,,147.181.721,118.616.866,,,147181721.0,118616866.0
1,A > 1,1,Cho vay khách hàng,8,148.882.858,120.308.224,,8.0,148882858.0,120308224.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(1.701.137),(1.691.358),,9.0,-1701137.0,-1691358.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,52.399.109,46.488.398,,10.0,52399109.0,46488398.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,45.395.129,39.233.020,,,45395129.0,39233020.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,8.531.353,8.070.136,,,8531353.0,8070136.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.527.373),(814.758),,,-1527373.0,-814758.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,4.507.534,3.211.850,,11.0,4507534.0,3211850.0
1,A > 1,1,Đầu tư vào công ty con,,4.093.734,2.347.698,,,4093734.0,2347698.0
3,A > 3,3,Đầu tư vào công ty liên kết,,-,258.591,,,,258591.0
4,A > 4,4,Đầu tư dài hạn khác,,481.555,754.940,,,481555.0,754940.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(67.755),(149.379),,,-67755.0,-149379.0
X,A > X,X,Tài sản cố định,,2.221.304,1.585.953,,,2221304.0,1585953.0
1,A > 1,1,Tài sản cố định hữu hình,12,1.300.701,662.994,,12.0,1300701.0,662994.0
a,A > a,a,Nguyên giá,,2.537.134,1.678.673,,,2537134.0,1678673.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.236.433),(1.015.679),,,-1236433.0,-1015679.0
3,A > 3,3,Tài sản cố định vô hình,13,920.603,922.959,,13.0,920603.0,922959.0
a,A > a,a,Nguyên giá,,1.376.282,1.287.983,,,1376282.0,1287983.0
b,A > b,b,Giá trị hao mòn lũy kế,,(455.679),(365.024),,,-455679.0,-365024.0
XII,A > XII,XII,Tài sản Có khác,14,8.122.471,8.276.854,,14.0,8122471.0,8276854.0
1,A > 1,1,Các khoản phải thu,,4.762.268,4.856.146,,,4762268.0,4856146.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.731.876,2.679.565,,,2731876.0,2679565.0
4,A > 4,4,Tài sản Có khác,,946.735,747.226,,,946735.0,747226.0
,,,- Trong đó: Lợi thế thương mại,15,84.835,-,,15.0,84835.0,
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(318.408),(6.083),,,-318408.0,-6083.0
,,,TỔNG TÀI SẢN,,250.191.067,218.692.763,,,250191067.0,218692763.0
