row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2016,Cho vay khách hàng – gộpTriệu VND,Tiền gửi của khách hàngTriệu VND,Nợ tiềm tàng và các cam kết tín dụngTriệu VND,Công cụ tài chínhphải sinhTriệu VND,Đầu tư chứng khoán– gộpTriệu VND,numeric__Cho vay khách hàng – gộpTriệu VND,numeric__Tiền gửi của khách hàngTriệu VND,numeric__Nợ tiềm tàng và các cam kết tín dụngTriệu VND,numeric__Công cụ tài chínhphải sinhTriệu VND,numeric__Đầu tư chứng khoán– gộpTriệu VND
Trong nước,Trong nước,Trong nước,146.073.412,194.362.430,74.161.541,17.310.858,53.926.482,146073412.0,194362430.0,74161541.0,17310858.0,53926482.0
Nước ngoài,Nước ngoài,Nước ngoài,2.809.446,785.341,-,-,-,2809446.0,785341.0,,,
,,,148.882.858,195.147.771,74.161.541,17.310.858,53.926.482,148882858.0,195147771.0,74161541.0,17310858.0,53926482.0
Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015,Cho vay khách hàng – gộpTriệu VND,Tiền gửi của khách hàngTriệu VND,Nợ tiềm tàng và các cam kết tín dụngTriệu VND,Công cụ tài chínhphải sinhTriệu VND,Đầu tư chứng khoán – gộpTriệu VND,,,,,
Trong nước,Ngày 31 tháng 12 năm 2015 > Trong nước,Trong nước,117.680.279,181.210.238,70.423.537,12.865.066,50.269.886,117680279.0,181210238.0,70423537.0,12865066.0,50269886.0
Nước ngoài,Ngày 31 tháng 12 năm 2015 > Nước ngoài,Nước ngoài,2.627.945,540.551,-,-,-,2627945.0,540551.0,,,
,,,120.308.224,181.750.789,70.423.537,12.865.066,50.269.886,120308224.0,181750789.0,70423537.0,12865066.0,50269886.0
