row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
▪ Ủy thác đầu tư,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”) > ▪ Ủy thác đầu tư,▪ Ủy thác đầu tư,682.608,773.706,682608.0,773706.0
▪ Phải trả khác,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”) > ▪ Phải trả khác,▪ Phải trả khác,(27.158),(28.870),-27158.0,-28870.0
Công ty Tài chính TNHH Một thành viên MB (“M Credit”),Công ty Tài chính TNHH Một thành viên MB (“M Credit”),Công ty Tài chính TNHH Một thành viên MB (“M Credit”),Công ty Tài chính TNHH Một thành viên MB (“M Credit”),Công ty Tài chính TNHH Một thành viên MB (“M Credit”),,
▪ Góp vốn,Công ty Tài chính TNHH Một thành viên MB (“M Credit”) > ▪ Góp vốn,▪ Góp vốn,500.000,-,500000.0,
▪ Tiền gửi không kỳ hạn,Công ty Tài chính TNHH Một thành viên MB (“M Credit”) > ▪ Tiền gửi không kỳ hạn,▪ Tiền gửi không kỳ hạn,(12.706),-,-12706.0,
Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),,
▪ Góp vốn,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Góp vốn,▪ Góp vốn,575.036,258.591,575036.0,258591.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,(56.305),-,-56305.0,
▪ Cho vay,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Cho vay,▪ Cho vay,150.862,-,150862.0,
▪ Đặt cọc hợp đồng bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Đặt cọc hợp đồng bảo hiểm,▪ Đặt cọc hợp đồng bảo hiểm,198.828,226.434,198828.0,226434.0
Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,,
▪ Góp vốn,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > ▪ Góp vốn,▪ Góp vốn,671.000,-,671000.0,
▪ Tiền gửi không kỳ hạn và có kỳ hạn,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,(277.570),-,-277570.0,
