row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",218.464,155.866,218464.0,155866.0
Lương và các chi phí liên quan,Lương và các chi phí liên quan,Lương và các chi phí liên quan,1.797.787,1.485.985,1797787.0,1485985.0
Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,1.664.834,1.391.341,1664834.0,1391341.0
Các chi phí theo lương,Các chi phí theo lương,Các chi phí theo lương,125.182,89.435,125182.0,89435.0
Chi trợ cấp thất nghiệp,Chi trợ cấp thất nghiệp,Chi trợ cấp thất nghiệp,1.991,1.717,1991.0,1717.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,5.780,3.492,5780.0,3492.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,844.383,759.887,844383.0,759887.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí khấu hao,Trong đó: > Chi phí khấu hao,Chi phí khấu hao,311.848,284.484,311848.0,284484.0
Chi phí thuê văn phòng,Trong đó: > Chi phí thuê văn phòng,Chi phí thuê văn phòng,384.267,334.013,384267.0,334013.0
Chi phí quản lý doanh nghiệp,Trong đó: > Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,528.048,461.830,528048.0,461830.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,58.021,54.786,58021.0,54786.0
"Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Trong đó: > Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Chi phí quảng cáo, tiếp thị và thông tin liên lạc",254.559,224.499,254559.0,224499.0
Chi phí cho các chuyên gia,Trong đó: > Chi phí cho các chuyên gia,Chi phí cho các chuyên gia,35.404,22.630,35404.0,22630.0
Chi phí lễ tân và giải trí,Trong đó: > Chi phí lễ tân và giải trí,Chi phí lễ tân và giải trí,103.273,89.304,103273.0,89304.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",121.885,97.806,121885.0,97806.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,317.941,290.810,317941.0,290810.0
,,,3.828.508,3.252.184,3828508.0,3252184.0
