row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,100.414.923,"67,45",85.782.402,"71,30",100414923.0,67.45,85782402.0,71.3
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,4.047.755,"2,72",4.618.039,"3,84",4047755.0,2.72,4618039.0,3.84
Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,9.137.795,"6,14",9.462.984,"7,87",9137795.0,6.14,9462984.0,7.87
Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,275.504,"0,19",236.835,"0,20",275504.0,0.19,236835.0,0.2
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,34.492.689,"23,17",26.740.200,"22,23",34492689.0,23.17,26740200.0,22.23
Công ty Cổ phần vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),7.831.438,"5,26",9.636.970,"8,01",7831438.0,5.26,9636970.0,8.01
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,39.082.634,"26,25",32.300.161,"26,85",39082634.0,26.25,32300161.0,26.85
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.331.261,"1,57",1.884.653,"1,57",2331261.0,1.57,1884653.0,1.57
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,2.877.505,"1,93",713.785,"0,59",2877505.0,1.93,713785.0,0.59
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,338.342,"0,22",188.775,"0,16",338342.0,0.22,188775.0,0.16
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,45.053.274,"30,25",31.279.104,"26,00",45053274.0,30.25,31279104.0,26.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",45.053.274,"30,25",31.279.104,"26,00",45053274.0,30.25,31279104.0,26.0
"Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội",605.215,"0,41",618.773,"0,52",605215.0,0.41,618773.0,0.52
"Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đoàn thể và hiệp hội",412.340,"0,28",397.121,"0,33",412340.0,0.28,397121.0,0.33
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,192.875,"0,13",221.652,"0,19",192875.0,0.13,221652.0,0.19
Cho vay tại các Chỉ nhánh nước ngoài,Cho vay tại các Chỉ nhánh nước ngoài,Cho vay tại các Chỉ nhánh nước ngoài,2.809.446,"1,89",2.627.945,"2,18",2809446.0,1.89,2627945.0,2.18
Cho vay doanh nghiệp,Cho vay doanh nghiệp,Cho vay doanh nghiệp,2.206.153,"1,48",2.243.608,"1,86",2206153.0,1.48,2243608.0,1.86
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,603.293,"0,41",384.337,"0,32",603293.0,0.41,384337.0,0.32
,,,148.882.858,100,120.308.224,100,148882858.0,100.0,120308224.0,100.0
