row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,%,31/12/2015Triệu VND,%_1,numeric__31/12/2016Triệu VND,numeric__%,numeric__31/12/2015Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",2.054.667,"1,38",1.892.700,"1,57",2054667.0,1.38,1892700.0,1.57
Khai khoáng,Khai khoáng,Khai khoáng,3.346.030,"2,25",3.622.702,"3,01",3346030.0,2.25,3622702.0,3.01
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",23.770.461,"15,97",19.879.561,"16,52",23770461.0,15.97,19879561.0,16.52
"SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",5.468.420,"3,67",4.222.497,"3,51",5468420.0,3.67,4222497.0,3.51
"Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải",544.159,"0,37",251.939,"0,21",544159.0,0.37,251939.0,0.21
Xây dựng,Xây dựng,Xây dựng,14.172.008,"9,52",10.600.141,"8,81",14172008.0,9.52,10600141.0,8.81
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",36.891.681,"24,78",33.570.465,"27,90",36891681.0,24.78,33570465.0,27.9
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",11.183.378,"7,51",10.353.397,"8,61",11183378.0,7.51,10353397.0,8.61
Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,1.700.284,"1,14",1.046.599,"0,87",1700284.0,1.14,1046599.0,0.87
Thông tin & truyền thông,Thông tin & truyền thông,Thông tin & truyền thông,3.271.982,"2,20",2.611.501,"2,17",3271982.0,2.2,2611501.0,2.17
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",699.520,"0,47",724.406,"0,60",699520.0,0.47,724406.0,0.6
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,6.721.572,"4,51",4.956.442,"4,12",6721572.0,4.51,4956442.0,4.12
"Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ",243.171,"0,16",250.806,"0,21",243171.0,0.16,250806.0,0.21
Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,665.285,"0,45",505.878,"0,42",665285.0,0.45,505878.0,0.42
"Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bất buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bất buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm Xã hội bất buộc",-,-,52.859,"0,04",,,52859.0,0.04
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,242.091,"0,16",69.234,"0,06",242091.0,0.16,69234.0,0.06
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,277.107,"0,19",259.041,"0,22",277107.0,0.19,259041.0,0.22
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",74.827,"0,05",43.401,"0,04",74827.0,0.05,43401.0,0.04
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,327.264,"0,22",275.095,"0,23",327264.0,0.22,275095.0,0.23
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",34.419.505,"23,11",22.491.615,"18,70",34419505.0,23.11,22491615.0,18.7
Dư nợ tại Chi nhánh nước ngoài,Dư nợ tại Chi nhánh nước ngoài,Dư nợ tại Chi nhánh nước ngoài,2.809.446,"1,89",2.627.945,"2,18",2809446.0,1.89,2627945.0,2.18
,,,148.882.858,100,120.308.224,100,148882858.0,100.0,120308224.0,100.0
