row_label_raw,row_label_full,Loại tiền tệ,VND tăng giá 1%so với USD và EURTriệu VND,VND giảm giá 1%so với USD và EURTriệu VND,numeric__VND tăng giá 1%so với USD và EURTriệu VND,numeric__VND giảm giá 1%so với USD và EURTriệu VND
USD,USD,USD,14.196,(14.196),14196.0,-14196.0
EUR,EUR,EUR,87,(87),87.0,-87.0
,,,14.283,(14.283),14283.0,-14283.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,,
Loại tiền tệ,Loại tiền tệ,Loại tiền tệ,USD và EUR tănggiá 1% so với VNDTriệu VND,USD và EUR giảmgiá 1% so với VNDTriệu VND,,
USD,Loại tiền tệ > USD,USD,14.090,(14.090),14090.0,-14090.0
EUR,Loại tiền tệ > EUR,EUR,(6),6,-6.0,6.0
,,,14.084,(14.084),14084.0,-14084.0
