row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01,01,Mua sắm tài sản cố định,(439.761),(277.558),,-439761.0,-277558.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",345.606,-,,345606.0,
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(1.251.060),(131.234),,-1251060.0,-131234.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",86.737,61.658,,86737.0,61658.0
II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,(1.258.478),(347.134),,-1258478.0,-347134.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,-,4.438.347,,,4438347.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 04,04,Cổ tức trả cho cổ đông,-,(579.697),,,-579697.0
III,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,-,3.858.650,,,3858650.0
IV,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,(4.579.870),6.768.075,,-4579870.0,6768075.0
V,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,26.379.672,19.611.597,,26379672.0,19611597.0
VII,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 31),21.799.802,26.379.672,,21799802.0,26379672.0
Người lập ₽,Người lập ₽,Người lập ₽,Người soát xétay,Người phê duyệtNOẠN HÀNGTHƯƠNG MÃICỔ PΗΝQUÂN ĐΟỊ,Người phê duyệtNOẠN HÀNGTHƯƠNG MÃICỔ PΗΝQUÂN ĐΟỊ,,,
Lê Khánh HằngPT. Phòng Kế toán,Lê Khánh HằngPT. Phòng Kế toán,Lê Khánh HằngPT. Phòng Kế toán,Lê Thị LợiGiám đốc Tài chính,Lưu Trung TháiTổng Giám đốc,Lưu Trung TháiTổng Giám đốc,,,
