row_label_raw,row_label_full,Trái phiếu phổ thông phát hành năm 2010 (i),31/12/2016Triệu VND > 2.000.000,31/12/2015Triệu VND > 2.000.000,numeric__31/12/2016Triệu VND > 2.000.000,numeric__31/12/2015Triệu VND > 2.000.000
Giấy tờ có giá khác,Giấy tờ có giá khác,Giấy tờ có giá khác,36.953,80.058,36953.0,80058.0
,,,2.036.953,2.080.058,2036953.0,2080058.0
