row_label_raw,row_label_full,col_0,Quá hạn đến 90 ngày Triệu VND,Quá hạn từ 91 đến 180 ngày Triệu VND,Quá hạn từ 181 đến 360 ngày Triệu VND,Quá hạn trên 360 ngày Triệu VND,Tổng cộngTriệu VND,numeric__Quá hạn đến 90 ngày Triệu VND,numeric__Quá hạn từ 91 đến 180 ngày Triệu VND,numeric__Quá hạn từ 181 đến 360 ngày Triệu VND,numeric__Quá hạn trên 360 ngày Triệu VND,numeric__Tổng cộngTriệu VND
Tiền gửi tại và cho vay các TCTD khác – gộp,Tiền gửi tại và cho vay các TCTD khác – gộp,Tiền gửi tại và cho vay các TCTD khác – gộp,2.500,-,-,264.000,266.500,2500.0,,,264000.0,266500.0
Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,2.381.530,425.343,442.136,1.082.115,4.331.124,2381530.0,425343.0,442136.0,1082115.0,4331124.0
Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,,-,280.000,280.000,,,,280000.0,280000.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,-,-,-,280.000,280.000,,,,280000.0,280000.0
Tài sản Có khác – gộp,Tài sản Có khác – gộp,Tài sản Có khác – gộp,-,-,-,6.083,6.083,,,,6083.0,6083.0
,,,2.384.030,425.343,442.136,1.632.198,4.883.707,2384030.0,425343.0,442136.0,1632198.0,4883707.0
