row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,21.081.856.490,18.897.599.281,21081856490.0,18897599281.0
Phí bảo hiểm; Phí sử dụng đường bộ; Phí đăng kiểm,Phí bảo hiểm; Phí sử dụng đường bộ; Phí đăng kiểm,Phí bảo hiểm; Phí sử dụng đường bộ; Phí đăng kiểm,839.127.750,1.040.798.090,839127750.0,1040798090.0
"Công cụ, dụng cụ xuất dùng phân bổ dưới 12 tháng","Công cụ, dụng cụ xuất dùng phân bổ dưới 12 tháng","Công cụ, dụng cụ xuất dùng phân bổ dưới 12 tháng",14.340.201.971,15.961.028.541,14340201971.0,15961028541.0
"Chi phí sửa chữa, bảo dưỡng xe","Chi phí sửa chữa, bảo dưỡng xe","Chi phí sửa chữa, bảo dưỡng xe",553.696.542,707.354.856,553696542.0,707354856.0
Các khoản khác,Các khoản khác,Các khoản khác,5.348.830.227,1.188.417.794,5348830227.0,1188417794.0
Dài hạn,Dài hạn,Dài hạn,62.507.261.342,35.612.756.095,62507261342.0,35612756095.0
Chi phí tư vấn phát triển thị trường,Chi phí tư vấn phát triển thị trường,Chi phí tư vấn phát triển thị trường,9.088.127.780,-,9088127780.0,
Quyền sử dụng đất có thời hạn,Quyền sử dụng đất có thời hạn,Quyền sử dụng đất có thời hạn,8.146.585.272,-,8146585272.0,
"Chi phí sửa chữa, bảo dưỡng xe","Chi phí sửa chữa, bảo dưỡng xe","Chi phí sửa chữa, bảo dưỡng xe",3.518.973.911,-,3518973911.0,
"Chi phí sửa chữa, cải tạo văn phòng, nhà xưởng","Chi phí sửa chữa, cải tạo văn phòng, nhà xưởng","Chi phí sửa chữa, cải tạo văn phòng, nhà xưởng",7.550.782.677,-,7550782677.0,
"Công cụ, dụng cụ xuất dùng phân bổ trên 12 tháng","Công cụ, dụng cụ xuất dùng phân bổ trên 12 tháng","Công cụ, dụng cụ xuất dùng phân bổ trên 12 tháng",29.025.327.883,33.733.105.758,29025327883.0,33733105758.0
Các khoản khác,Các khoản khác,Các khoản khác,5.177.463.819,1.879.650.337,5177463819.0,1879650337.0
Cộng,Cộng,Cộng,83.589.117.832,54.510.355.376,83589117832.0,54510355376.0
