row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,,
"Chi phí nguyên vật, vật liệu","Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí nguyên vật, vật liệu","Chi phí nguyên vật, vật liệu",820.180.792,16.849.854.253,820180792.0,16849854253.0
Chi phí nhân viên,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí nhân viên,Chi phí nhân viên,29.455.880.640,21.873.460.175,29455880640.0,21873460175.0
Chi phí khấu hao TSCĐ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,18.299.250.843,13.812.684.093,18299250843.0,13812684093.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,52.023.855.841,13.417.035.573,52023855841.0,13417035573.0
Các khoản chi phí QLDN khác,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,23.019.144.080,13.369.521.591,23019144080.0,13369521591.0
Cộng,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Cộng,Cộng,123.618.312.196,79.322.555.685,123618312196.0,79322555685.0
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí nguyên vật liệu,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,4.695.505.310,2.853.004.241,4695505310.0,2853004241.0
Chi phí nhân viên,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí nhân viên,Chi phí nhân viên,20.644.128.350,8.502.643.296,20644128350.0,8502643296.0
Chi phí khấu hao TSCĐ,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,14.561.058.474,8.783.031.908,14561058474.0,8783031908.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,104.562.012.884,75.541.555.828,104562012884.0,75541555828.0
Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng phát sinh trong năm > Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,12.100.104.965,10.044.086.221,12100104965.0,10044086221.0
Cộng,Các khoản chi phí bán hàng phát sinh trong năm > Cộng,Cộng,156.562.809.984,105.724.321.494,156562809984.0,105724321494.0
