row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Dự án KCN Kỹ thuật cao An Phát (i),Dự án KCN Kỹ thuật cao An Phát (i),Dự án KCN Kỹ thuật cao An Phát (i),Dự án KCN Kỹ thuật cao An Phát (i),Dự án KCN Kỹ thuật cao An Phát (i),,
Chi phí nhận chuyển nhượng dự án,Dự án KCN Kỹ thuật cao An Phát (i) > Chi phí nhận chuyển nhượng dự án,Chi phí nhận chuyển nhượng dự án,756.452.588.000,-,756452588000.0,
Chi phí tư vấn dự án,Dự án KCN Kỹ thuật cao An Phát (i) > Chi phí tư vấn dự án,Chi phí tư vấn dự án,37.136.363.636,-,37136363636.0,
Chi phí thi công lắp đặt,Dự án KCN Kỹ thuật cao An Phát (i) > Chi phí thi công lắp đặt,Chi phí thi công lắp đặt,62.798.625.072,-,62798625072.0,
Nhà máy số 8,Nhà máy số 8,Nhà máy số 8,Nhà máy số 8,Nhà máy số 8,,
"Chi phí đến bù, san lắp mật bằng","Nhà máy số 8 > Chi phí đến bù, san lắp mật bằng","Chi phí đến bù, san lắp mật bằng",57.728.745.009,46.376.462.282,57728745009.0,46376462282.0
Chi phí xây dựng dở dang,Nhà máy số 8 > Chi phí xây dựng dở dang,Chi phí xây dựng dở dang,11.706.499.673,-,11706499673.0,
Nhà đào tạo,Nhà đào tạo,Nhà đào tạo,Nhà đào tạo,Nhà đào tạo,,
Chi phí xây dựng dở dang,Nhà đào tạo > Chi phí xây dựng dở dang,Chi phí xây dựng dở dang,-,1.638.695.455,,1638695455.0
Nhà máy sản xuất bao bì An Vinh,Nhà máy sản xuất bao bì An Vinh,Nhà máy sản xuất bao bì An Vinh,Nhà máy sản xuất bao bì An Vinh,Nhà máy sản xuất bao bì An Vinh,,
Chi phí mua sắm máy móc thiết bị,Nhà máy sản xuất bao bì An Vinh > Chi phí mua sắm máy móc thiết bị,Chi phí mua sắm máy móc thiết bị,240.347.922.627,-,240347922627.0,
Nhà máy sản xuất vật liệu An Cường,Nhà máy sản xuất vật liệu An Cường,Nhà máy sản xuất vật liệu An Cường,Nhà máy sản xuất vật liệu An Cường,Nhà máy sản xuất vật liệu An Cường,,
Chi phí mua sắm máy móc thiết bị,Nhà máy sản xuất vật liệu An Cường > Chi phí mua sắm máy móc thiết bị,Chi phí mua sắm máy móc thiết bị,30.815.048.565,-,30815048565.0,
Nhà máy CaCO3,Nhà máy CaCO3,Nhà máy CaCO3,Nhà máy CaCO3,Nhà máy CaCO3,,
Chi phí mua sắm máy móc thiết bị,Nhà máy CaCO3 > Chi phí mua sắm máy móc thiết bị,Chi phí mua sắm máy móc thiết bị,-,39.292.832.920,,39292832920.0
Nhà máy hạt nhựa phụ gia,Nhà máy hạt nhựa phụ gia,Nhà máy hạt nhựa phụ gia,Nhà máy hạt nhựa phụ gia,Nhà máy hạt nhựa phụ gia,,
"Chi phí đến bù, san lắp mật bằng","Nhà máy hạt nhựa phụ gia > Chi phí đến bù, san lắp mật bằng","Chi phí đến bù, san lắp mật bằng",4.224.126.351,4.124.126.351,4224126351.0,4124126351.0
Các công trình khác,Các công trình khác,Các công trình khác,Các công trình khác,Các công trình khác,,
Chi phí mua sắm máy móc thiết bị,Các công trình khác > Chi phí mua sắm máy móc thiết bị,Chi phí mua sắm máy móc thiết bị,2.131.433.651,6.688.986.889,2131433651.0,6688986889.0
Chi phí xây sửa chữa tài sản cố định,Các công trình khác > Chi phí xây sửa chữa tài sản cố định,Chi phí xây sửa chữa tài sản cố định,4.667.351.313,-,4667351313.0,
Cộng,Các công trình khác > Cộng,Cộng,1.208.008.703.897,98.121.103.897,1208008703897.0,98121103897.0
