row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,8.018.827.145.835,4.076.763.652.003,1.0,,8018827145835.0,4076763652003.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,7.254.532.446,7.155.348.862,2.0,,7254532446.0,7155348862.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),10,26,8.011.572.613.389,4.069.608.303.141,10.0,26.0,8011572613389.0,4069608303141.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,27,7.338.636.540.198,3.519.223.197.973,11.0,27.0,7338636540198.0,3519223197973.0
5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),20,,672.936.073.191,550.385.105.168,20.0,,672936073191.0,550385105168.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,29,61.517.601.742,55.775.260.107,21.0,29.0,61517601742.0,55775260107.0
7. Chỉ phí tài chính,7. Chỉ phí tài chính,7. Chỉ phí tài chính,22,30,208.587.237.486,95.052.847.758,22.0,30.0,208587237486.0,95052847758.0
- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,23,,125.980.474.352,80.592.049.351,23.0,,125980474352.0,80592049351.0
8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,25,31,156.562.809.984,105.724.321.494,25.0,31.0,156562809984.0,105724321494.0
9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,26,31,123.618.312.196,79.322.555.685,26.0,31.0,123618312196.0,79322555685.0
10. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + (21 - 22) + 24 - (25 + 26)),10. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + (21 - 22) + 24 - (25 + 26)),10. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + (21 - 22) + 24 - (25 + 26)),30,,245.685.315.267,326.060.640.338,30.0,,245685315267.0,326060640338.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,11.209.698.006,2.388.598.927,31.0,,11209698006.0,2388598927.0
12. Chỉ phí khác,12. Chỉ phí khác,12. Chỉ phí khác,32,,2.910.690.089,394.931.990,32.0,,2910690089.0,394931990.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,,8.299.007.917,1.993.666.937,40.0,,8299007917.0,1993666937.0
14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,253.984.323.184,328.054.307.275,50.0,,253984323184.0,328054307275.0
15. Chỉ phí thuế TNDN hiện hành,15. Chỉ phí thuế TNDN hiện hành,15. Chỉ phí thuế TNDN hiện hành,51,32,42.772.027.927,64.433.475.421,51.0,32.0,42772027927.0,64433475421.0
16. Chỉ phí thuế TNDN hoãn lại,16. Chỉ phí thuế TNDN hoãn lại,16. Chỉ phí thuế TNDN hoãn lại,52,,(936.618.304),256.725.898,52.0,,-936618304.0,256725898.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),60,,212.148.913.561,263.364.105.956,60.0,,212148913561.0,263364105956.0
Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,61,,180.260.475.000,223.342.661.746,61.0,,180260475000.0,223342661746.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,31.888.438.561,40.021.444.210,62.0,,31888438561.0,40021444210.0
18. Lãi cơ bản trên cổ phiếu,18. Lãi cơ bản trên cổ phiếu,18. Lãi cơ bản trên cổ phiếu,70,33,1.115,3.311,70.0,33.0,1115.0,3311.0
