row_label_raw,row_label_full,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Trong năm > Giảm,Trong năm > Tăng,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Trong năm > Giảm,numeric__Trong năm > Tăng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,VND,VND,,,,,
651.879.153.459,VND > 651.879.153.459,651.879.153.459,651.879.153.459,101.271.748.334,450.851.823.441,302.299.078.352,302.299.078.352,651879153459.0,101271748334.0,450851823441.0,302299078352.0,302299078352.0
48.762.108.280,VND > 48.762.108.280,48.762.108.280,48.762.108.280,9.093.523.304,23.188.394.084,34.667.237.500,34.667.237.500,48762108280.0,9093523304.0,23188394084.0,34667237500.0,34667237500.0
63.800.000.000,VND > 63.800.000.000,63.800.000.000,63.800.000.000,29.400.000.000,-,93.200.000.000,93.200.000.000,63800000000.0,29400000000.0,,93200000000.0,93200000000.0
89.665.857.022,VND > 89.665.857.022,89.665.857.022,89.665.857.022,31.012.910.968,20.127.000.000,100.551.767.990,100.551.767.990,89665857022.0,31012910968.0,20127000000.0,100551767990.0,100551767990.0
14.242.850.000,VND > 14.242.850.000,14.242.850.000,14.242.850.000,5.997.400.000,-,20.240.250.000,20.240.250.000,14242850000.0,5997400000.0,,20240250000.0,20240250000.0
67.536.429.357,VND > 67.536.429.357,67.536.429.357,67.536.429.357,-,67.536.429.357,-,-,67536429357.0,,67536429357.0,,
367.871.908.800,VND > 367.871.908.800,367.871.908.800,367.871.908.800,25.767.914.062,340.000.000.000,53.639.822.862,53.639.822.862,367871908800.0,25767914062.0,340000000000.0,53639822862.0,53639822862.0
666.063.136.363,VND > 666.063.136.363,666.063.136.363,666.063.136.363,193.126.090.909,402.251.727.272,456.937.500.000,456.937.500.000,666063136363.0,193126090909.0,402251727272.0,456937500000.0,456937500000.0
-,VND > -,-,-,180.000.000.000,962.500.000,179.037.500.000,179.037.500.000,,180000000000.0,962500000.0,179037500000.0,179037500000.0
149.175.000.000,VND > 149.175.000.000,149.175.000.000,149.175.000.000,-,300.000.000,148.875.000.000,148.875.000.000,149175000000.0,,300000000.0,148875000000.0,148875000000.0
129.285.000.000,VND > 129.285.000.000,129.285.000.000,129.285.000.000,-,260.000.000,129.025.000.000,129.025.000.000,129285000000.0,,260000000.0,129025000000.0,129025000000.0
96.900.784.091,VND > 96.900.784.091,96.900.784.091,96.900.784.091,3.281.522.727,100.182.306.818,-,-,96900784091.0,3281522727.0,100182306818.0,,
193.801.568.181,VND > 193.801.568.181,193.801.568.181,193.801.568.181,6.563.045.455,200.364.613.636,-,-,193801568181.0,6563045455.0,200364613636.0,,
96.900.784.091,VND > 96.900.784.091,96.900.784.091,96.900.784.091,3.281.522.727,100.182.306.818,-,-,96900784091.0,3281522727.0,100182306818.0,,
-,VND > -,-,-,149.690.000.000,-,149.690.000.000,149.690.000.000,,149690000000.0,,149690000000.0,149690000000.0
-,VND > -,-,-,50.000.000.000,-,50.000.000.000,50.000.000.000,,50000000000.0,,50000000000.0,50000000000.0
-,VND > -,-,-,50.000.000.000,-,50.000.000.000,50.000.000.000,,50000000000.0,,50000000000.0,50000000000.0
-,VND > -,-,-,49.690.000.000,-,49.690.000.000,49.690.000.000,,49690000000.0,,49690000000.0,49690000000.0
24.861.600.000,VND > 24.861.600.000,24.861.600.000,24.861.600.000,61.500.000.000,35.361.600.000,51.000.000.000,51.000.000.000,24861600000.0,61500000000.0,35361600000.0,51000000000.0,51000000000.0
24.861.600.000,VND > 24.861.600.000,24.861.600.000,24.861.600.000,61.500.000.000,35.361.600.000,51.000.000.000,51.000.000.000,24861600000.0,61500000000.0,35361600000.0,51000000000.0,51000000000.0
1.342.803.889.822,VND > 1.342.803.889.822,1.342.803.889.822,1.342.803.889.822,505.587.839.243,888.465.150.713,959.926.578.352,959.926.578.352,1342803889822.0,505587839243.0,888465150713.0,959926578352.0,959926578352.0
