row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,293.698.169.669,129.729.000.000,293698169669.0,129729000000.0
Công ty TNHH Dương Phạm Investment (i),Công ty TNHH Dương Phạm Investment (i),Công ty TNHH Dương Phạm Investment (i),5.060.000.000,7.160.000.000,5060000000.0,7160000000.0
Công ty TNHH Đầu tư Việt và Dương (i),Công ty TNHH Đầu tư Việt và Dương (i),Công ty TNHH Đầu tư Việt và Dương (i),49.710.000.000,6.410.000.000,49710000000.0,6410000000.0
Công ty TNHH Đầu tư Trung và Hòa (i),Công ty TNHH Đầu tư Trung và Hòa (i),Công ty TNHH Đầu tư Trung và Hòa (i),260.000.000,7.160.000.000,260000000.0,7160000000.0
Công ty CP Tập đoàn An Phát Holdings (i),Công ty CP Tập đoàn An Phát Holdings (i),Công ty CP Tập đoàn An Phát Holdings (i),76.468.000.000,9.000.000.000,76468000000.0,9000000000.0
Công ty CP Nhựa Đại An (i),Công ty CP Nhựa Đại An (i),Công ty CP Nhựa Đại An (i),8.500.000.000,-,8500000000.0,
Công ty CP An Trung Industries (i),Công ty CP An Trung Industries (i),Công ty CP An Trung Industries (i),6.000.000.000,-,6000000000.0,
Công ty CP Xơ sợi Tổng hợp An Sơn (i),Công ty CP Xơ sợi Tổng hợp An Sơn (i),Công ty CP Xơ sợi Tổng hợp An Sơn (i),34.344.860.000,-,34344860000.0,
Các đối tượng khác (ii),Các đối tượng khác (ii),Các đối tượng khác (ii),113.355.309.669,99.999.000.000,113355309669.0,99999000000.0
Cộng,Cộng,Cộng,293.698.169.669,129.729.000.000,293698169669.0,129729000000.0
Phải thu về cho vay là các bên liên quan(Chỉ tiết tại thuyết minh số 35),Phải thu về cho vay là các bên liên quan(Chỉ tiết tại thuyết minh số 35),Phải thu về cho vay là các bên liên quan(Chỉ tiết tại thuyết minh số 35),76.468.000.000,9.000.000.000,76468000000.0,9000000000.0
