row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,3.989.369.447.153,2.142.716.548.893,100.0,,3989369447153.0,2142716548893.0
L Tiền và các khoản tương đương tiền,L Tiền và các khoản tương đương tiền,L Tiền và các khoản tương đương tiền,110,4,645.474.843.425,509.577.636.533,110.0,4.0,645474843425.0,509577636533.0
1. Tiền,1. Tiền,1. Tiền,111,,217.635.249.378,120.809.634.969,111.0,,217635249378.0,120809634969.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,427.839.594.047,388.768.001.564,112.0,,427839594047.0,388768001564.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,720.906.460.274,50.000.000.000,120.0,5.0,720906460274.0,50000000000.0
1. Đầu tư nấm giữ đến ngày đáo hạn,1. Đầu tư nấm giữ đến ngày đáo hạn,1. Đầu tư nấm giữ đến ngày đáo hạn,123,,720.906.460.274,50.000.000.000,123.0,,720906460274.0,50000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.612.785.115.376,961.381.022.420,130.0,,1612785115376.0,961381022420.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,691.606.956.768,417.516.053.153,131.0,6.0,691606956768.0,417516053153.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,531.565.397.491,325.870.456.358,132.0,7.0,531565397491.0,325870456358.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,8,293.698.169.669,129.729.000.000,135.0,8.0,293698169669.0,129729000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,10,95.914.591.448,88.265.512.909,136.0,10.0,95914591448.0,88265512909.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,9,862.749.230.434,536.681.725.193,140.0,9.0,862749230434.0,536681725193.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,865.499.747.965,536.681.725.193,141.0,,865499747965.0,536681725193.0
2. Dự phòng giám giá hàng tồn kho,2. Dự phòng giám giá hàng tồn kho,2. Dự phòng giám giá hàng tồn kho,149,,(2.750.517.531),-,149.0,,-2750517531.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,147.453.797.644,85.076.164.747,150.0,,147453797644.0,85076164747.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,21.081.856.490,18.897.599.281,151.0,11.0,21081856490.0,18897599281.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,123.666.085.695,65.917.582.112,152.0,,123666085695.0,65917582112.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,17,2.705.855.459,260.983.354,153.0,17.0,2705855459.0,260983354.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,3.539.797.275.250,2.433.440.579.906,200.0,,3539797275250.0,2433440579906.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,21.384.352.467,-,210.0,,21384352467.0,
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,10,21.384.352.467,-,216.0,10.0,21384352467.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,2.198.807.465.735,2.299.486.571.152,220.0,,2198807465735.0,2299486571152.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,2.113.821.537.013,2.202.974.097.676,221.0,12.0,2113821537013.0,2202974097676.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.858.372.141.820,2.707.435.817.410,222.0,,2858372141820.0,2707435817410.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(744.550.604.807),(504.461.719.734),223.0,,-744550604807.0,-504461719734.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,84.985.928.722,96.512.473.476,227.0,13.0,84985928722.0,96512473476.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,94.894.558.865,103.445.820.433,228.0,,94894558865.0,103445820433.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(9.908.630.143),(6.933.346.957),229.0,,-9908630143.0,-6933346957.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,1.208.008.703.897,98.121.103.897,240.0,,1208008703897.0,98121103897.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,14,1.208.008.703.897,98.121.103.897,242.0,14.0,1208008703897.0,98121103897.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,5,48.380.000.000,-,250.0,5.0,48380000000.0,
1. Đầu tư nấm giữ đến ngày đáo hạn,1. Đầu tư nấm giữ đến ngày đáo hạn,1. Đầu tư nấm giữ đến ngày đáo hạn,255,,48.380.000.000,-,255.0,,48380000000.0,
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,63.216.753.151,35.832.904.857,260.0,,63216753151.0,35832904857.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,62.507.261.342,35.612.756.095,261.0,11.0,62507261342.0,35612756095.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,709.491.809,220.148.762,262.0,,709491809.0,220148762.0
TỔNG CỘNG TÀI SẢN (270 - 100 + 200),TỔNG CỘNG TÀI SẢN (270 - 100 + 200),TỔNG CỘNG TÀI SẢN (270 - 100 + 200),270,,7.529.166.722.403,4.576.157.128.799,270.0,,7529166722403.0,4576157128799.0
