row_label_raw,row_label_full,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Trong năm > Giảm,Trong năm > Tăng,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Trong năm > Giảm,numeric__Trong năm > Tăng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,VND,VND,,,,,
2.465.407.792.801,VND > 2.465.407.792.801,2.465.407.792.801,2.465.407.792.801,5.537.015.496.615,6.584.736.897.182,1.417.686.392.234,1.417.686.392.234,2465407792801.0,5537015496615.0,6584736897182.0,1417686392234.0,1417686392234.0
777.284.972.999,VND > 777.284.972.999,777.284.972.999,777.284.972.999,1.379.999.717.916,1.663.309.972.390,493.974.718.525,493.974.718.525,777284972999.0,1379999717916.0,1663309972390.0,493974718525.0,493974718525.0
261.303.741.760,VND > 261.303.741.760,261.303.741.760,261.303.741.760,938.389.967.114,1.001.679.967.066,198.013.741.808,198.013.741.808,261303741760.0,938389967114.0,1001679967066.0,198013741808.0,198013741808.0
151.802.275.138,VND > 151.802.275.138,151.802.275.138,151.802.275.138,395.552.993.798,389.737.065.742,157.618.203.194,157.618.203.194,151802275138.0,395552993798.0,389737065742.0,157618203194.0,157618203194.0
206.196.407.592,VND > 206.196.407.592,206.196.407.592,206.196.407.592,757.559.871.998,835.096.194.204,128.660.085.386,128.660.085.386,206196407592.0,757559871998.0,835096194204.0,128660085386.0,128660085386.0
269.605.245.484,VND > 269.605.245.484,269.605.245.484,269.605.245.484,594.011.941.830,754.255.073.651,109.362.113.663,109.362.113.663,269605245484.0,594011941830.0,754255073651.0,109362113663.0,109362113663.0
307.443.034.161,VND > 307.443.034.161,307.443.034.161,307.443.034.161,561.225.327.354,762.828.332.545,105.840.028.970,105.840.028.970,307443034161.0,561225327354.0,762828332545.0,105840028970.0,105840028970.0
128.591.554.522,VND > 128.591.554.522,128.591.554.522,128.591.554.522,3.020.024.063,131.611.578.585,-,-,128591554522.0,3020024063.0,131611578585.0,,
71.010.351.460,VND > 71.010.351.460,71.010.351.460,71.010.351.460,304.014.695.261,237.461.998.536,137.563.048.185,137.563.048.185,71010351460.0,304014695261.0,237461998536.0,137563048185.0,137563048185.0
27.794.505.480,VND > 27.794.505.480,27.794.505.480,27.794.505.480,113.138.538.526,96.862.212.743,44.070.831.263,44.070.831.263,27794505480.0,113138538526.0,96862212743.0,44070831263.0,44070831263.0
-,VND > -,-,-,60.593.977.340,60.593.977.340,-,-,,60593977340.0,60593977340.0,,
83.258.426.138,VND > 83.258.426.138,83.258.426.138,83.258.426.138,131.170.825.906,204.722.827.980,9.706.424.064,9.706.424.064,83258426138.0,131170825906.0,204722827980.0,9706424064.0,9706424064.0
92.838.848.465,VND > 92.838.848.465,92.838.848.465,92.838.848.465,213.578.694.436,273.540.345.725,32.877.197.176,32.877.197.176,92838848465.0,213578694436.0,273540345725.0,32877197176.0,32877197176.0
16.965.882.574,VND > 16.965.882.574,16.965.882.574,16.965.882.574,29.838.449,16.995.721.023,,,16965882574.0,29838449.0,16995721023.0,,
71.312.547.028,VND > 71.312.547.028,71.312.547.028,71.312.547.028,84.729.082.624,156.041.629.652,-,-,71312547028.0,84729082624.0,156041629652.0,,
9.000.000.000,VND > 9.000.000.000,9.000.000.000,9.000.000.000,335.678.400.000,344.678.400.000,-,-,9000000000.0,335678400000.0,344678400000.0,,
9.000.000.000,VND > 9.000.000.000,9.000.000.000,9.000.000.000,335.678.400.000,344.678.400.000,-,-,9000000000.0,335678400000.0,344678400000.0,,
17.998.900.000,VND > 17.998.900.000,17.998.900.000,17.998.900.000,22.734.746.353,40.733.646.353,-,-,17998900000.0,22734746353.0,40733646353.0,,
17.998.900.000,VND > 17.998.900.000,17.998.900.000,17.998.900.000,22.734.746.353,40.733.646.353,-,-,17998900000.0,22734746353.0,40733646353.0,,
2.492.406.692.801,VND > 2.492.406.692.801,2.492.406.692.801,2.492.406.692.801,5.895.428.642.968,6.970.148.943.535,1.417.686.392.234,1.417.686.392.234,2492406692801.0,5895428642968.0,6970148943535.0,1417686392234.0,1417686392234.0
9.000.000.000,VND > 9.000.000.000,9.000.000.000,9.000.000.000,350.433.146.353,359.433.146.353,-,-,9000000000.0,350433146353.0,359433146353.0,,
