row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
- Doanh thu bán sản phẩm,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Doanh thu bán sản phẩm,- Doanh thu bán sản phẩm,3.794.751.463.074,3.001.353.856.645,3794751463074.0,3001353856645.0
- Doanh thu bán hàng hóa,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Doanh thu bán hàng hóa,- Doanh thu bán hàng hóa,4.153.773.068.813,1.058.434.779.361,4153773068813.0,1058434779361.0
- Doanh thu cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,70.284.039.402,16.975.015.997,70284039402.0,16975015997.0
- Doanh thu khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Doanh thu khác,- Doanh thu khác,18.574.546,-,18574546.0,
,,,8.018.827.145.835,4.076.763.652.003,8018827145835.0,4076763652003.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
- Hàng bán trả lại,Các khoản giảm trừ doanh thu > - Hàng bán trả lại,- Hàng bán trả lại,4.012.675.616,5.872.402.293,4012675616.0,5872402293.0
- Giám giá hàng bán,Các khoản giảm trừ doanh thu > - Giám giá hàng bán,- Giám giá hàng bán,3.218.913.580,1.282.946.569,3218913580.0,1282946569.0
- Chiết khấu thương mại,Các khoản giảm trừ doanh thu > - Chiết khấu thương mại,- Chiết khấu thương mại,22.943.250,-,22943250.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,8.011.572.613.389,4.069.608.303.141,8011572613389.0,4069608303141.0
Doanh thu với các bên liên quan(Chi tiết tại thuyết minh số 35),Các khoản giảm trừ doanh thu > Doanh thu với các bên liên quan(Chi tiết tại thuyết minh số 35),Doanh thu với các bên liên quan(Chi tiết tại thuyết minh số 35),1.378.590.375,382.619.545,1378590375.0,382619545.0
