row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,5 - 6,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,7,7.0
BẢO CẢO LUU CHUYÊN TIỀN TỆ HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO LUU CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LUU CHUYÊN TIỀN TỆ HỢP NHẤT,8,8.0
THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,9 - 44,
