row_label_raw,row_label_full,Ngân hàng 1 (a) > Ngân hàng 2 (b) > Ngân hàng 3 (c) > Ngân hàng 4 > Ngân hàng 5 (d) > Ngân hàng 6 (d) > Ngân hàng 7 (d) > Ngân hàng 8 (e) > Ngân hàng 9 (f),Loại tiền > VND > USD > VND,"Lãi suất năm > 10% > 10,4% > 8,6% - 9,3% > 9,5% - 10,4% > 9,7% - 10,1% > 6% > 9,73% > 9,2% > 9,6%",Năm đáo hạn > 2021 > 2027 > 2020 > 2019 > 2023 > 2029 > 2020,31/12/2018 VND > 5.936.690.600 > 279.618.382.465 > 434.939.658.710 > - > 320.206.201.906 > 42.339.145.603 > 942.700.145.401 > 107.520.983.382 > 13.229.858.721,1/1/2018 VND > 9.004.690.600 > 286.054.611.217 > 386.835.901.609 > 58.499.600.000 > 369.504.601.906 > 47.798.566.443 > 532.889.892.089 > 33.459.537.549 > 12.358.847.606,numeric__Loại tiền > VND > USD > VND,"numeric__Lãi suất năm > 10% > 10,4% > 8,6% - 9,3% > 9,5% - 10,4% > 9,7% - 10,1% > 6% > 9,73% > 9,2% > 9,6%",numeric__Năm đáo hạn > 2021 > 2027 > 2020 > 2019 > 2023 > 2029 > 2020,numeric__31/12/2018 VND > 5.936.690.600 > 279.618.382.465 > 434.939.658.710 > - > 320.206.201.906 > 42.339.145.603 > 942.700.145.401 > 107.520.983.382 > 13.229.858.721,numeric__1/1/2018 VND > 9.004.690.600 > 286.054.611.217 > 386.835.901.609 > 58.499.600.000 > 369.504.601.906 > 47.798.566.443 > 532.889.892.089 > 33.459.537.549 > 12.358.847.606
Ngân hàng 10 (g),Ngân hàng 10 (g),Ngân hàng 10 (g),VND,10%,2033,243.274.524.918,-,,0.1,2033.0,243274524918.0,
Ngân hàng 11 (a),Ngân hàng 11 (a),Ngân hàng 11 (a),VND,"9,8%",2020,1.952.000.000,-,,0.098,2020.0,1952000000.0,
Vay cá nhân (h),Vay cá nhân (h),Vay cá nhân (h),VND,9% - 13%,2018,-,3.816.000.000,,,2018.0,,3816000000.0
,,,,,,2.391.717.591.706,1.740.222.249.019,,,,2391717591706.0,1740222249019.0
