row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,2.690.685.024.280,2.084.145.973.841,400.0,,2690685024280.0,2084145973841.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,27,2.690.685.024.280,2.084.145.973.841,410.0,27.0,2690685024280.0,2084145973841.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,28,949.520.360.000,759.680.800.000,411.0,28.0,949520360000.0,759680800000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,28,949.520.360.000,759.680.800.000,,28.0,949520360000.0,759680800000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,28,(171.550.000),(33.000.000),412.0,28.0,-171550000.0,-33000000.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,38.743.910.000,-,414.0,,38743910000.0,
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,415,28,(326.270.000),(311.780.000),415.0,28.0,-326270000.0,-311780000.0
Chênh lệch tỷ giá hồi đoái,Chênh lệch tỷ giá hồi đoái,Chênh lệch tỷ giá hồi đoái,417,,197.045.056,4.224.645.412,417.0,,197045056.0,4224645412.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,30,25.135.991.900,30.406.896.801,418.0,30.0,25135991900.0,30406896801.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,820.787.304.765,479.289.854.941,421.0,,820787304765.0,479289854941.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,282.274.185.249,300.914.448.205,,,282274185249.0,300914448205.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,538.513.119.516,178.375.406.736,,,538513119516.0,178375406736.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,856.798.232.559,810.888.556.687,429.0,,856798232559.0,810888556687.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,11.086.579.724.389,8.415.502.996.955,440.0,,11086579724389.0,8415502996955.0
