row_label_raw,row_label_full,col_0,Địa chỉ,Tỷ lệ sở hữuvà quyềnbiểu quyết,31/12/2018 > Giá trị ghi sốVND,31/12/2018 > Giá trịhợp lýVND,Tỷ lệ sở hữuvà quyềnbiểu quyết_1,1/1/2018 > Giá trị ghi sốVND,1/1/2018 > Giá trịhợp lýVND,numeric__Địa chỉ,numeric__Tỷ lệ sở hữuvà quyềnbiểu quyết,numeric__31/12/2018 > Giá trị ghi sốVND,numeric__31/12/2018 > Giá trịhợp lýVND,numeric__Tỷ lệ sở hữuvà quyềnbiểu quyết_1,numeric__1/1/2018 > Giá trị ghi sốVND,numeric__1/1/2018 > Giá trịhợp lýVND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,
Công ty Cổ phần Thương mại Hà Đô (i),Công ty liên kết > Công ty Cổ phần Thương mại Hà Đô (i),Công ty Cổ phần Thương mại Hà Đô (i),TP. Hồ Chí Minh,,-,,29%,522.513.108,(*),,,,,0.29,522513108.0,
Công ty TNHH Hỗn hợp Dịch Vọng,Công ty liên kết > Công ty TNHH Hỗn hợp Dịch Vọng,Công ty TNHH Hỗn hợp Dịch Vọng,Hà Nội,50%,130.000.000,(*),50%,10.000.000,(*),,0.5,130000000.0,,0.5,10000000.0,
Công ty Cổ phần Thiết bị Giáo dục 1 (ii),Công ty liên kết > Công ty Cổ phần Thiết bị Giáo dục 1 (ii),Công ty Cổ phần Thiết bị Giáo dục 1 (ii),Hà Nội,,-,,34%,77.048.055.937,(*),,,,,0.34,77048055937.0,
Công ty Cổ phần Năng Lượng Agrita -Quảng Nam,Công ty liên kết > Công ty Cổ phần Năng Lượng Agrita -Quảng Nam,Công ty Cổ phần Năng Lượng Agrita -Quảng Nam,Quảng Nam,49%,299.600.387.553,(*),49%,241.902.376.793,(*),,0.49,299600387553.0,,0.49,241902376793.0,
,,,,,299.730.387.553,,,319.482.945.838,,,,299730387553.0,,,319482945838.0,
Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,,,,,,,
"Công ty Cổ phần Đầu tư An Lạc,một bên liên quan (iii)","Đơn vị khác > Công ty Cổ phần Đầu tư An Lạc,một bên liên quan (iii)","Công ty Cổ phần Đầu tư An Lạc,một bên liên quan (iii)",Hà Nội,,-,,7%,12.000.000.000,(*),,,,,0.07,12000000000.0,
,,,,,299.730.387.553,,,331.482.945.838,,,,299730387553.0,,,331482945838.0,
