row_label_raw,row_label_full,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Dụng cụ văn phòng VND,Tài sản khác VND,Tổng cộng VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Dụng cụ văn phòng VND,numeric__Tài sản khác VND,numeric__Tổng cộng VND
937.546.534.474,937.546.534.474,937.546.534.474,730.262.238.160,135.608.524.021,16.796.055.590,15.068.709.026,1.835.282.061.271,730262238160.0,135608524021.0,16796055590.0,15068709026.0,1835282061271.0
97.242.518,97.242.518,97.242.518,8.492.810.759,7.100.759.957,1.628.123.076,1.577.678.993,18.896.615.303,8492810759.0,7100759957.0,1628123076.0,1577678993.0,18896615303.0
28.831.118.417,28.831.118.417,28.831.118.417,-,-,-,-,28.831.118.417,,,,,28831118417.0
684.856.497.795,684.856.497.795,684.856.497.795,460.416.248.976,69.189.028.996,-,-,1.214.461.775.767,460416248976.0,69189028996.0,,,1214461775767.0
(1.285.714.958),(1.285.714.958),(1.285.714.958),(24.170.561.516),(3.492.840.365),(114.195.000),(15.888.063.574),(44.951.375.413),-24170561516.0,-3492840365.0,-114195000.0,-15888063574.0,-44951375413.0
(1.280.487.182),(1.280.487.182),(1.280.487.182),(14.816.579.398),(848.183.183),(615.351.819),(257.000.000),(17.817.601.582),-14816579398.0,-848183183.0,-615351819.0,-257000000.0,-17817601582.0
1.648.765.191.064,1.648.765.191.064,1.648.765.191.064,1.160.184.156.981,207.557.289.426,17.694.631.847,501.324.445,3.034.702.593.763,1160184156981.0,207557289426.0,17694631847.0,501324445.0,3034702593763.0
263.609.867.518,263.609.867.518,263.609.867.518,343.696.092.210,49.772.533.236,11.843.033.348,12.901.543.472,681.823.069.784,343696092210.0,49772533236.0,11843033348.0,12901543472.0,681823069784.0
42.224.765.630,42.224.765.630,42.224.765.630,43.007.979.648,7.913.732.288,767.505.102,771.431.525,94.685.414.193,43007979648.0,7913732288.0,767505102.0,771431525.0,94685414193.0
24.133.963.414,24.133.963.414,24.133.963.414,-,-,-,-,24.133.963.414,,,,,24133963414.0
(1.285.714.958),(1.285.714.958),(1.285.714.958),(19.888.234.090),(3.402.586.576),(114.195.000),(13.366.264.600),(38.056.995.224),-19888234090.0,-3402586576.0,-114195000.0,-13366264600.0,-38056995224.0
(853.658.121),(853.658.121),(853.658.121),(14.814.579.398),(363.553.671),(535.551.819),(257.000.000),(16.824.343.009),-14814579398.0,-363553671.0,-535551819.0,-257000000.0,-16824343009.0
327.829.223.483,327.829.223.483,327.829.223.483,352.001.258.370,53.920.125.277,11.960.791.631,49.710.397,745.761.109.158,352001258370.0,53920125277.0,11960791631.0,49710397.0,745761109158.0
673.936.666.956,673.936.666.956,673.936.666.956,386.566.145.950,85.835.990.785,4.953.022.242,2.167.165.554,1.153.458.991.487,386566145950.0,85835990785.0,4953022242.0,2167165554.0,1153458991487.0
1.320.935.967.581,1.320.935.967.581,1.320.935.967.581,808.182.898.611,153.637.164.149,5.733.840.216,451.614.048,2.288.941.484.605,808182898611.0,153637164149.0,5733840216.0,451614048.0,2288941484605.0
