row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2018VND,2017VND,,
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,,
Công ty Cổ phần Thương mại Hà ĐôBán hàng hóa và dịch vụ,Các công ty liên kết > Công ty Cổ phần Thương mại Hà ĐôBán hàng hóa và dịch vụ,Công ty Cổ phần Thương mại Hà ĐôBán hàng hóa và dịch vụ,74.700.000,924.000.000,74700000.0,924000000.0
Công ty Cổ phần Năng lượng Agrita - Quảng NamGóp vốn,Các công ty liên kết > Công ty Cổ phần Năng lượng Agrita - Quảng NamGóp vốn,Công ty Cổ phần Năng lượng Agrita - Quảng NamGóp vốn,57.698.010.760,241.902.376.793,57698010760.0,241902376793.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Đầu tư An LạcCho vay,Các bên liên quan khác > Công ty Cổ phần Đầu tư An LạcCho vay,Công ty Cổ phần Đầu tư An LạcCho vay,140.000.000.000,266.073.476.767,140000000000.0,266073476767.0
Hoàn trả vay ngắn hạn,Các bên liên quan khác > Hoàn trả vay ngắn hạn,Hoàn trả vay ngắn hạn,-,75.000.000.000,,75000000000.0
Thu nhập lãi vay,Các bên liên quan khác > Thu nhập lãi vay,Thu nhập lãi vay,24.564.598.384,14.475.158.767,24564598384.0,14475158767.0
Thu hồi tiền cho vay,Các bên liên quan khác > Thu hồi tiền cho vay,Thu hồi tiền cho vay,79.673.476.767,-,79673476767.0,
Cổ tức chia bằng tiền cho công ty mẹ,Các bên liên quan khác > Cổ tức chia bằng tiền cho công ty mẹ,Cổ tức chia bằng tiền cho công ty mẹ,380.318.000,-,380318000.0,
Thu nhập cổ tức từ một công ty con,Các bên liên quan khác > Thu nhập cổ tức từ một công ty con,Thu nhập cổ tức từ một công ty con,82.655.875.500,21.437.130.000,82655875500.0,21437130000.0
Bù trừ lãi cho vay với phải trả cổ tức,Các bên liên quan khác > Bù trừ lãi cho vay với phải trả cổ tức,Bù trừ lãi cho vay với phải trả cổ tức,24.714.487.000,-,24714487000.0,
Bù trừ tiền cho vay với phải trả cổ tức,Các bên liên quan khác > Bù trừ tiền cho vay với phải trả cổ tức,Bù trừ tiền cho vay với phải trả cổ tức,19.241.625.000,-,19241625000.0,
Công ty Cổ phần Đầu tư IP Việt NamVay ngắn hạn,Các bên liên quan khác > Công ty Cổ phần Đầu tư IP Việt NamVay ngắn hạn,Công ty Cổ phần Đầu tư IP Việt NamVay ngắn hạn,-,57.000.000.000,,57000000000.0
Chi phí lãi vay,Các bên liên quan khác > Chi phí lãi vay,Chi phí lãi vay,2.993.259.132,2.572.916.667,2993259132.0,2572916667.0
"Tổng Giám đốcTiền lương, thường và phụ cấp","Các bên liên quan khác > Tổng Giám đốcTiền lương, thường và phụ cấp","Tổng Giám đốcTiền lương, thường và phụ cấp",302.470.938,1.156.322.913,302470938.0,1156322913.0
"Thành viên khác trong Ban Giám đốcTiền lương, thường và phụ cấp","Các bên liên quan khác > Thành viên khác trong Ban Giám đốcTiền lương, thường và phụ cấp","Thành viên khác trong Ban Giám đốcTiền lương, thường và phụ cấp",5.145.969.474,4.559.423.117,5145969474.0,4559423117.0
"Thành viên Hội đồng Quản trị và Ban Kiểm soátTiền lương, thường và phụ cấp","Các bên liên quan khác > Thành viên Hội đồng Quản trị và Ban Kiểm soátTiền lương, thường và phụ cấp","Thành viên Hội đồng Quản trị và Ban Kiểm soátTiền lương, thường và phụ cấp",5.663.237.826,3.431.870.000,5663237826.0,3431870000.0
