row_label_raw,row_label_full,col_0,Mã số,2018 VND,2017 VND,numeric__Mã số,numeric__2018 VND,numeric__2017 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền nhận góp vốn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền nhận góp vốn,Tiền nhận góp vốn,31,172.255.480.000,87.360.300.000,31.0,172255480000.0,87360300000.0
Tiền mua lại cổ phiếu đã phát hành,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền mua lại cổ phiếu đã phát hành,Tiền mua lại cổ phiếu đã phát hành,32,(14.369.000),-,32.0,-14369000.0,
Tiền vay ngắn hạn và dài hạn nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền vay ngắn hạn và dài hạn nhận được,Tiền vay ngắn hạn và dài hạn nhận được,33,1.295.416.267.405,583.498.197.328,33.0,1295416267405.0,583498197328.0
Tiền chỉ trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,34,(614.209.239.229),(1.312.808.406.175),34.0,-614209239229.0,-1312808406175.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,(122.525.200.225),(129.934.248.780),36.0,-122525200225.0,-129934248780.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,730.922.938.951,(771.884.157.627),40.0,730922938951.0,-771884157627.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,(315.574.534.494),80.295.736.146,50.0,-315574534494.0,80295736146.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,707.323.532.779,627.094.413.681,60.0,707323532779.0,627094413681.0
Ảnh hưởng của quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của quy đổi ngoại tệ,Ảnh hưởng của quy đổi ngoại tệ,61,(4.027.600.356),(66.617.048),61.0,-4027600356.0,-66617048.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 6),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 6),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 6),70,387.721.397.929,707.323.532.779,70.0,387721397929.0,707323532779.0
