row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Vốn khác của chủ sở hữu VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối doái VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng cộng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối doái VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng cộng VND
Số dư tại ngày 1/1/2017,Số dư tại ngày 1/1/2017,Số dư tại ngày 1/1/2017,759.680.800.000,(33.000.000),-,(311.780.000),4.291.262.460,30.510.823.823,385.102.858.406,654.777.103.937,1.834.018.068.626,759680800000.0,-33000000.0,,-311780000.0,4291262460.0,30510823823.0,385102858406.0,654777103937.0,1834018068626.0
Góp vốn,Góp vốn,Góp vốn,-,-,-,-,-,-,-,87.360.300.000,87.360.300.000,,,,,,,,87360300000.0,87360300000.0
Công ty con phát hành cổ phiếu thường,Công ty con phát hành cổ phiếu thường,Công ty con phát hành cổ phiếu thường,-,-,-,-,-,-,-,12.584.000.000,12.584.000.000,,,,,,,,12584000000.0,12584000000.0
Lợi nhuận thuần trong năm Chênh lệch tỷ giá hối doái do việc quy đổi các hoạt động ở nước ngoài (Thuyết minh 3(b)(ii)),Lợi nhuận thuần trong năm Chênh lệch tỷ giá hối doái do việc quy đổi các hoạt động ở nước ngoài (Thuyết minh 3(b)(ii)),Lợi nhuận thuần trong năm Chênh lệch tỷ giá hối doái do việc quy đổi các hoạt động ở nước ngoài (Thuyết minh 3(b)(ii)),-,-,-,-,-,-,178.375.406.736,94.728.113.643,273.103.520.379,,,,,,,178375406736.0,94728113643.0,273103520379.0
Cổ tức,Cổ tức,Cổ tức,-,-,-,-,(66.617.048),-,-,-,(66.617.048),,,,,-66617048.0,,,,-66617048.0
"Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu","Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu","Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu",-,-,-,-,-,-,(75.948.528.200) (3.557.296.422),(81.419.720.580) (1.703.081.661),(157.368.248.780) (5.260.378.083),,,,,,,,,
"Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu","Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu > Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu","Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu",-,-,-,-,-,-,(103.927.022),(4.186.374.598) (496.210.981),45.016.021.620 (454.180.272),,,,,,,-103927022.0,,
"Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu","Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu > Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu","Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu",-,-,-,-,-,-,-,(454.180.272),(950.391.253),,,,,,,,-454180272.0,-950391253.0
Số dư tại ngày 31/12/2017,"Trích quỹ khen thưởng, phúc lợi Chênh lệch phát sinh khi Công ty thay đổi tỷ lẻ sở hữu tại công ty con nhưng không thay đổi quyền kiểm soát đối với công ty con Biển động khác về vốn chủ sở hữu > Số dư tại ngày 31/12/2017",Số dư tại ngày 31/12/2017,759.680.800.000,(33.000.000),-,(311.780.000),4.224.645.412,30.406.896.801,479.289.854.941,810.888.556.687,2.084.145.973.841,759680800000.0,-33000000.0,,-311780000.0,4224645412.0,30406896801.0,479289854941.0,810888556687.0,2084145973841.0
