row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,26.336.984.183.123,18.006.498.541.322,26336984183123.0,18006498541322.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,16.428.207.199.548,13.186.708.856.497,16428207199548.0,13186708856497.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,9.829.348.382.934,4.788.804.258.942,9829348382934.0,4788804258942.0
Khác,Trong đó: > Khác,Khác,79.428.600.641,30.985.425.883,79428600641.0,30985425883.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(187.939.347.844),(112.783.060.369),-187939347844.0,-112783060369.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(176.829.729.476),(97.697.573.236),-176829729476.0,-97697573236.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(9.163.655.524),(4.928.478.632),-9163655524.0,-4928478632.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(1.945.962.844),(10.157.008.501),-1945962844.0,-10157008501.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,26.149.044.835.279,17.893.715.480.953,26149044835279.0,17893715480953.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,22.073.429.131.341,15.461.462.955.111,22073429131341.0,15461462955111.0
Doanh thu với các bên liên quan,Trong đó: > Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,4.075.615.703.938,2.432.252.525.842,4075615703938.0,2432252525842.0
