row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,312.189.952.182,172.878.302.008,312189952182.0,172878302008.0
Đặt cọc,Đặt cọc,Đặt cọc,139.310.128.600,53.959.892.062,139310128600.0,53959892062.0
Tạm ứng để mua đất,Tạm ứng để mua đất,Tạm ứng để mua đất,90.183.227.000,90.183.227.000,90183227000.0,90183227000.0
Phải thu bồi thường,Phải thu bồi thường,Phải thu bồi thường,31.520.000.000,-,31520000000.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,27.744.442.409,20.846.911.314,27744442409.0,20846911314.0
Bồi thường và giải phóng mặt bằng,Bồi thường và giải phóng mặt bằng,Bồi thường và giải phóng mặt bằng,20.000.000.000,-,20000000000.0,
Khác,Khác,Khác,3.432.154.173,7.888.271.632,3432154173.0,7888271632.0
Dài hạn,Dài hạn,Dài hạn,1.458.000.000,3.470.549.901,1458000000.0,3470549901.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",1.458.000.000,3.470.549.901,1458000000.0,3470549901.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,313.647.952.182,176.348.851.909,313647952182.0,176348851909.0
Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,(740.000.000),(740.000.000),-740000000.0,-740000000.0
GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,312.907.952.182,175.608.851.909,312907952182.0,175608851909.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Các bên khác,Trong đó: > Các bên khác,Các bên khác,222.724.725.182,85.425.624.909,222724725182.0,85425624909.0
Bên liên quan (Thuyết minh số 30),Trong đó: > Bên liên quan (Thuyết minh số 30),Bên liên quan (Thuyết minh số 30),90.183.227.000,90.183.227.000,90183227000.0,90183227000.0
