row_label_raw,row_label_full,Thường và lương tháng 13,Số cuối năm > 53.536.809.000,VND Số đầu năm > 187.345.248.580,numeric__Số cuối năm > 53.536.809.000,numeric__VND Số đầu năm > 187.345.248.580
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,18.008.495.530,13.043.613.180,18008495530.0,13043613180.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,15.657.863.150,4.164.824.604,15657863150.0,4164824604.0
Chi phí điện,Chi phí điện,Chi phí điện,10.315.223.937,11.627.442.689,10315223937.0,11627442689.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,2.843.019.695,3.587.787.177,2843019695.0,3587787177.0
Khác,Khác,Khác,862.297.082,42.657.720.382,862297082.0,42657720382.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,101.223.708.394,262.426.636.612,101223708394.0,262426636612.0
