row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Bán hàng hóa,4.147.238.165.577,2.458.482.180.432,,,4147238165577.0,2458482180432.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Mua hàng hóa,2.868.198.606.916,929.183.348.655,,,2868198606916.0,929183348655.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Phí vận chuyển,72.074.570.683,27.949.504.004,,,72074570683.0,27949504004.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Chiết khấu thương mại,73.088.884.008,26.301.990.998,,,73088884008.0,26301990998.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Bán tài sản,36.386.756.005,2.617.000.000,,,36386756005.0,2617000000.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Mua dịch vụ du lịch,40.442.810.907,22.275.932.398,,,40442810907.0,22275932398.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Cung cấp dịch vụ,1.718.377.268,1.400.609.480,,,1718377268.0,1400609480.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Bán hàng khác,149.800.426,67.464.274,,,149800426.0,67464274.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Mua hàng khác,70.434.559,189.184.542,,,70434559.0,189184542.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Hàng bán trả lại,391.570.015,1.395.737.346,,,391570015.0,1395737346.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Mua tài sản,-,656.000.000,,,,656000000.0
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan,Thuê hoạt động,447.272.724,447.272.724,,,447272724.0,447272724.0
Công ty TNHH Một Thành viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Đầu tư Hoa Sen Nghệ An,Bên liên quan,Phí vận chuyển,33.969.937.191,-,,,33969937191.0,
Công ty TNHH Một Thành viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành viên Đầu tư Hoa Sen Nghệ An,Bên liên quan,Cung cấp dịch vụ,144.000.000,-,,,144000000.0,
Quỹ Đầu tư Chứng khoán Y tế Bản Việt,Quỹ Đầu tư Chứng khoán Y tế Bản Việt,Quỹ Đầu tư Chứng khoán Y tế Bản Việt,Bên liên quan,Thu hồi vốn,-,4.367.000.000,,,,4367000000.0
Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty Cổ phần Hoa Sen Quy Nhơn,Công ty liên kết,Góp vốn,27.450.000.000,450.000.000,,,27450000000.0,450000000.0
Công ty Cổ phần Hoa Sen Hội Vân,Công ty Cổ phần Hoa Sen Hội Vân,Công ty Cổ phần Hoa Sen Hội Vân,Công ty liên kết,Góp vốn,-,450.000.000,,,,450000000.0
