row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,26.336.984.183.123,18.006.498.541.322,,231.0,26336984183123.0,18006498541322.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(187.939.347.844),(112.783.060.369),,231.0,-187939347844.0,-112783060369.0
10,10,10,3. Doanh thu thuần từ bán hàng và cung cấp dịch vụ,23.1,26.149.044.835.279,17.893.715.480.953,,231.0,26149044835279.0,17893715480953.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(21.730.791.206.018),(13.717.393.786.963),,24.0,-21730791206018.0,-13717393786963.0
20,20,20,5. Lợi nhuận gộp từ bán hàng và cung cấp dịch vụ,,4.418.253.629.261,4.176.321.693.990,,,4418253629261.0,4176321693990.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,53.912.840.001,38.428.728.972,,232.0,53912840001.0,38428728972.0
22,22,22,7. Chi phí tài chính,25,(589.176.690.666),(255.684.384.136),,25.0,-589176690666.0,-255684384136.0
23,23,23,Trong đó: Chi phí lãi vay,,(482.275.637.847),(209.035.437.498),,,-482275637847.0,-209035437498.0
25,25,25,8. Chi phí bán hàng,26,(1.512.517.323.076),(1.139.602.275.640),,26.0,-1512517323076.0,-1139602275640.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,(801.479.758.048),(900.715.660.702),,26.0,-801479758048.0,-900715660702.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.568.992.697.472,1.918.748.102.484,,,1568992697472.0,1918748102484.0
31,31,31,11. Thu nhập khác,27,78.166.099.473,12.438.447.274,,27.0,78166099473.0,12438447274.0
32,32,32,12. Chi phí khác,27,(4.519.323.205),(24.436.799.077),,27.0,-4519323205.0,-24436799077.0
40,40,40,13. Lợi nhuận (lỗ) khác,27,73.646.776.268,(11.998.351.803),,27.0,73646776268.0,-11998351803.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.642.639.473.740,1.906.749.750.681,,,1642639473740.0,1906749750681.0
51,51,51,15. Chi phí thuế TNDN hiện hành,29.1,(281.166.867.134),(437.894.050.149),,291.0,-281166867134.0,-437894050149.0
52,52,52,16. (Chi phí) thu nhập thuế TNDN hoãn lại,29.3,(29.823.152.049),35.333.822.795,,293.0,-29823152049.0,35333822795.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,1.331.649.454.557,1.504.189.523.327,,,1331649454557.0,1504189523327.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,,1.331.663.912.171,1.504.193.443.099,,,1331663912171.0,1504193443099.0
62,62,62,19. Lỗ sau thuế của cổ đông không kiểm soát,,(14.457.614),(3.919.772),,,-14457614.0,-3919772.0
70,70,70,20. Lãi trên cổ phiếu (VND/cổ phiếu)- Lãi cơ bản trên cổ phiếu- Lãi suy giảm trên cổ phiếu,22.5,,4.2264.226,,225.0,,42264226.0
