row_label_raw,row_label_full,col_0,Trong nước,Trong nước_1,Xuất khẩu,Xuất khẩu_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Xuất khẩu,numeric__Xuất khẩu_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Năm nay,Năm trước,Năm nay,Năm trước,Năm nay,Năm trước,,,,,,
Doanh thu,Doanh thu,Doanh thu,16.519.595.874.091,11.693.250.961.546,9.629.448.961.188,6.200.464.519.407,26.149.044.835.279,17.893.715.480.953,16519595874091.0,11693250961546.0,9629448961188.0,6200464519407.0,26149044835279.0,17893715480953.0
Giá vốn,Giá vốn,Giá vốn,(13.491.918.361.364),(7.869.961.490.057),(8.238.872.844.654),(5.847.432.296.906),(21.730.791.206.018),(13.717.393.786.963),-13491918361364.0,-7869961490057.0,-8238872844654.0,-5847432296906.0,-21730791206018.0,-13717393786963.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,3.027.677.512.727,3.823.289.471.489,1.390.576.116.534,353.032.222.501,4.418.253.629.261,4.176.321.693.990,3027677512727.0,3823289471489.0,1390576116534.0,353032222501.0,4418253629261.0,4176321693990.0
