row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,2.996.133.685.201,3.326.735.731.050,,,2996133685201.0,3326735731050.0
310,310,310,I. Nợ ngắn hạn,,1.761.766.527.281,1.712.260.147.189,,,1761766527281.0,1712260147189.0
311,311,311,1. Phải trả người bán ngắn hạn,17,215.908.129.840,125.201.617.399,,17.0,215908129840.0,125201617399.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,270.439.957,331.910.950,,,270439957.0,331910950.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,47.987.000,10.110.354.020,,18.0,47987000.0,10110354020.0
314,314,314,4. Phải trả người lao động,,8.837.350.895,6.987.068.362,,,8837350895.0,6987068362.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,19,12.383.080.654,11.877.743.290,,19.0,12383080654.0,11877743290.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,20,3.371.224.080,3.192.367.948,,20.0,3371224080.0,3192367948.0
319,319,319,7. Phải trả ngắn hạn khác,21,65.549.838.565,22.202.719.816,,21.0,65549838565.0,22202719816.0
320,320,320,8. Vay ngắn hạn,22,1.440.283.959.094,1.512.533.365.523,,22.0,1440283959094.0,1512533365523.0
321,321,321,9. Dự phòng phải trả ngắn hạn,23,12.594.597.675,18.517.030.360,,23.0,12594597675.0,18517030360.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,2.519.919.521,1.305.969.521,,,2519919521.0,1305969521.0
330,330,330,II. Nợ dài hạn,,1.234.367.157.920,1.614.475.583.861,,,1234367157920.0,1614475583861.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,20,45.835.022.150,46.945.637.558,,20.0,45835022150.0,46945637558.0
337,337,337,2. Phải trả dài hạn khác,21,101.090.733.507,99.062.274.095,,21.0,101090733507.0,99062274095.0
338,338,338,3. Vay dài hạn,22,1.073.600.000.004,1.433.713.636.364,,22.0,1073600000004.0,1433713636364.0
342,342,342,4. Dự phòng phải trả dài hạn,23,13.841.402.259,25.640.119.184,,23.0,13841402259.0,25640119184.0
343,343,343,5. Quỹ phát triển khoa học và công nghệ,,-,9.113.916.660,,,,9113916660.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.610.809.737.031,2.088.403.761.226,,,3610809737031.0,2088403761226.0
410,410,410,I. Vốn chủ sở hữu,24,3.608.583.434.258,2.086.022.491.785,,24.0,3608583434258.0,2086022491785.0
411,411,411,1. Vốn cổ phần đã phát hành,,2.668.000.000.000,1.550.000.000.000,,,2668000000000.0,1550000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.668.000.000.000,1.550.000.000.000,,,2668000000000.0,1550000000000.0
412,412,412,2. Thăng dư vốn cổ phần,,622.337.724.760,66.378.000.000,,,622337724760.0,66378000000.0
415,415,415,3. Cổ phiếu quỹ,,-,(5.025.000.000),,,,-5025000000.0
418,418,418,4. Quỹ đầu tư phát triển,,-,139.656.441.276,,,,139656441276.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,318.245.709.498,335.013.050.509,,,318245709498.0,335013050509.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,-,29.506.521.349,,,,29506521349.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,318.245.709.498,305.506.529.160,,,318245709498.0,305506529160.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,2.226.302.773,2.381.269.441,,,2226302773.0,2381269441.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,,2.226.302.773,2.381.269.441,,,2226302773.0,2381269441.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.606.943.422.232,5.415.139.492.276,,,6606943422232.0,5415139492276.0
