row_label_raw,row_label_full,Bến liên quan > Công ty Cổ phầnDây cấp Điện Việt Nam,Môi quan hệ > Công ty con,"Nội dung nghiệp vụ > Doanh thu bản hàng hóaGóp vốnCổ tức, lợi nhuận được chia",Năm nay > 1.518.059.927.334591.920.042.550236.740.064.000,Năm trước > 430.814.881.551-56.165.472.000,numeric__Môi quan hệ > Công ty con,"numeric__Nội dung nghiệp vụ > Doanh thu bản hàng hóaGóp vốnCổ tức, lợi nhuận được chia",numeric__Năm nay > 1.518.059.927.334591.920.042.550236.740.064.000,numeric__Năm trước > 430.814.881.551-56.165.472.000
Công ty TNHH Mốt thành viên Năng lượng GELEX,Công ty TNHH Mốt thành viên Năng lượng GELEX,Công ty TNHH Mốt thành viên Năng lượng GELEX,Công ty con,Góp vốnCho vayThu hồi gốc vayChuyển nhượng cổ phần của GELEX ICCLãi cho vay,1.180.000.000.000694.100.000.000339.100.000.00013.429.000.0002.271.384.723,220.000.000.000--,,,1.1800000000006941e+57,
Công ty Dây đồng Việt Nam - CFT,Công ty Dây đồng Việt Nam - CFT,Công ty Dây đồng Việt Nam - CFT,Công ty liên kết,"Mua hàng hóaCổ tức, lợi nhuận được chiaDoanh thu cung cấp dịch vụ",521.160.541.45810.244.480.513495.709.050,371.053.947.95024.378.127.500487.090.869,,,5.211605414581025e+31,3.7105394795024378e+31
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty con,"Doanh thu bản hàng hóaCổ tức, lợi nhuận được chia",379.847.274.370172.734.845.000,14.100.872.30065.824.025.000,,,3.798472743701727e+23,1.410087230065824e+21
Công ty TNHH Mốt thành viên Thiết bị đo Điện,Công ty TNHH Mốt thành viên Thiết bị đo Điện,Công ty TNHH Mốt thành viên Thiết bị đo Điện,Công ty con,"Cổ tức, lợi nhuận được chiaMua hàng hóaDoanh thu cung cấp dịch vụDoanh thu bản hàng hóa",113.699.385.77386.161.023.0405.116.257.5372.847.857.540,-137.320.992.010-4.996.743.495,,,1.1369938577386161e+42,
Công ty Cổ phần Chế tạo Máy điện Việt Nam – Hungari,Công ty Cổ phần Chế tạo Máy điện Việt Nam – Hungari,Công ty Cổ phần Chế tạo Máy điện Việt Nam – Hungari,Công ty con,Mua thêm vốn cổ phần phát hành thêmThu hồi gốc cho vay,65.550.000.0002.000.000.000,-,,,6.55500000002e+20,
Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công ty con,"Cổ tức, lợi nhuận được chia",48.484.490.000,36.088.875.000,,,48484490000.0,36088875000.0
Công ty Cổ phần K.I.P Việt Nam,Công ty Cổ phần K.I.P Việt Nam,Công ty Cổ phần K.I.P Việt Nam,Công ty con,"Mua thêm vốn cổ phần phát hành thêmCổ tức, lợi nhuận được chia",46.939.825.2054.490.690.000,6.123.660.0003.470.080.000,,,4.693982520544907e+20,6.123660000347008e+19
Công ty Cổ phần Kho văn Miền Nam,Công ty Cổ phần Kho văn Miền Nam,Công ty Cổ phần Kho văn Miền Nam,Công ty con,Chi phí vận chuyển,1.652.400.000,,,,1652400000.0,
Công ty Cổ phần Chứng khoán IB (*),Công ty Cổ phần Chứng khoán IB (*),Công ty Cổ phần Chứng khoán IB (*),Các nhân sự lãnh đạo là thành viên gia đình (kể từ ngày 5/7/2017),Tất toán trái phiếuLãi trái phiếu đã nhận,200.000.000.00023.618.055.556,,,,2.000000000002362e+22,
