row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > -,Số phải nộp trong năm > 130.088.983.816,Số đã nộp trong năm > (130.088.983.816),Đơn vị tính: VND > -,numeric__Số đầu năm > -,numeric__Số phải nộp trong năm > 130.088.983.816,numeric__Số đã nộp trong năm > (130.088.983.816),numeric__Đơn vị tính: VND > -
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,-,1.924.747.118,(1.924.747.118),-,,1924747118.0,-1924747118.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,6.918.948.141,-,(6.918.948.141),-,6918948141.0,,-6918948141.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.024.975.267,8.633.579.861,(9.610.568.128),47.987.000,1024975267.0,8633579861.0,-9610568128.0,47987000.0
Thuế đất,Thuế đất,Thuế đất,1.331.784.440,8.587.397.863,(9.919.182.303),-,1331784440.0,8587397863.0,-9919182303.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",834.646.172,189.530.595,(1.024.176.767),-,834646172.0,189530595.0,-1024176767.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,10.110.354.020,149.424.239.253,(159.486.606.273),47.987.000,10110354020.0,149424239253.0,-159486606273.0,47987000.0
