row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,369.308.348.713,334.009.202.382,369308348713.0,334009202382.0
Thuế TNDN theo thuế suất 20% áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Tổng Công ty,73.861.669.743,66.801.840.476,73861669743.0,66801840476.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,21.270.454.648,1.205.053.248,21270454648.0,1205053248.0
Tài sản thuế TNDN hoãn lại về chuyển lỗ tính thuế chưa ghi nhận,Tài sản thuế TNDN hoãn lại về chuyển lỗ tính thuế chưa ghi nhận,Tài sản thuế TNDN hoãn lại về chuyển lỗ tính thuế chưa ghi nhận,11.418.104.193,-,11418104193.0,
Dư phòng phải thu khó đòi,Dư phòng phải thu khó đòi,Dư phòng phải thu khó đòi,2.077.060.477,-,2077060477.0,
Chi phí lãi vay không được khấu trừ,Chi phí lãi vay không được khấu trừ,Chi phí lãi vay không được khấu trừ,6.712.447.217,-,6712447217.0,
Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,1.062.837.989,1.205.053.248,1062837989.0,1205053248.0
Lỗ chênh lệch tỷ giả chưa thực hiện của các khoản mục tài sản,Lỗ chênh lệch tỷ giả chưa thực hiện của các khoản mục tài sản,Lỗ chênh lệch tỷ giả chưa thực hiện của các khoản mục tài sản,4.772,-,4772.0,
Các khoản điều chỉnh giám:,Các khoản điều chỉnh giám:,Các khoản điều chỉnh giám:,(95.132.124.391),(39.504.220.502),-95132124391.0,-39504220502.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",(95.132.124.391),(37.927.443.300),-95132124391.0,-37927443300.0
Lãi chênh lệch tỷ giả chưa thực hiện của các khoản mục tài sản,Lãi chênh lệch tỷ giả chưa thực hiện của các khoản mục tài sản,Lãi chênh lệch tỷ giả chưa thực hiện của các khoản mục tài sản,-,(40.628.427),,-40628427.0
Chi phí đã tính thuế năm trước,Chi phí đã tính thuế năm trước,Chi phí đã tính thuế năm trước,-,(1.536.148.775),,-1536148775.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,-,28.502.673.222,,28502673222.0
