row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25.1,2.216.515.258.594,1.293.217.786.441,,251.0,2216515258594.0,1293217786441.0
02,02,02,2. Các khoản giảm trừ doanh thu,25.1,(17.349.717),(4.106.711.000),,251.0,-17349717.0,-4106711000.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,2.216.497.908.877,1.289.111.075.441,,251.0,2216497908877.0,1289111075441.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,26,(2.164.152.734.496),(1.120.538.097.570),,26.0,-2164152734496.0,-1120538097570.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,52.345.174.381,168.572.977.871,,,52345174381.0,168572977871.0
21,21,21,6. Doanh thu hoạt động tài chính,25.2,578.405.943.307,270.007.989.535,,252.0,578405943307.0,270007989535.0
22,22,22,7. Chi phí tài chính,27,(210.765.145.796),(34.755.728.742),,27.0,-210765145796.0,-34755728742.0
23,23,23,Trong đó: Chi phí lãi vay,,(203.210.061.587),(19.030.934.004),,,-203210061587.0,-19030934004.0
25,25,25,8. Chi phí bán hàng,28,15.050.523.622,(22.489.584.001),,28.0,15050523622.0,-22489584001.0
26,26,26,9. Chi phí quản lý doanh nghiệp,28,(66.966.782.534),(46.237.360.457),,28.0,-66966782534.0,-46237360457.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,368.069.712.980,335.098.294.206,,,368069712980.0,335098294206.0
31,31,31,11. Thu nhập khác,29,2.510.129.973,3.524.130.157,,29.0,2510129973.0,3524130157.0
32,32,32,12. Chi phí khác,29,(1.271.494.240),(4.613.221.981),,29.0,-1271494240.0,-4613221981.0
40,40,40,13. Lợi nhuận/(lỗ) khác,29,1.238.635.733,(1.089.091.824),,29.0,1238635733.0,-1089091824.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,369.308.348.713,334.009.202.382,,,369308348713.0,334009202382.0
51,51,51,15. Chi phí thuế TNDN hiện hành,31.1,-,(28.502.673.222),,311.0,,-28502673222.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,369.308.348.713,305.506.529.160,,,369308348713.0,305506529160.0
