row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệloi ích,Tỷ lệbiểu quyết,Địa chỉ trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tỷ lệloi ích,numeric__Tỷ lệbiểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động chính
8,8,8,"Công ty Cổ phầnKho vận Miền Nam(""Sotrans"")","54,78%","54,78%","Số 1B Hoàng Diệu,Phường 4, Quận 4,Thành phố Hồ Chí Minh",Kinh doanh dịchvụ kho bãi và lưugiữ hàng hóa,,0.5478000000000001,0.5478000000000001,,
9,9,9,"Công ty Cổ phầnChế tạo Máy điệnViệt Nam – Hungari(""VIHEM"")","65,37%","65,37%","Tổ 24, Thị trấn ĐôngAnh, Huyện Đông Anh,Thành phố Hà Nội","Sản xuất, chệtạo, kinh doanhđộng cơ điện",,0.6537000000000001,0.6537000000000001,,
10,10,10,"Công ty TNHH Mộtthành viên GELEXLand (""GELEXLand"")",100%,100%,"Số 52 Lê Đại Hành, HaiBà Trung, Hà Nội",Kinh doanh bấtđộng sản,,1.0,1.0,,
