row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,369.308.348.713,334.009.202.382,,,369308348713.0,334009202382.0
02,02,02,Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình,,20.038.794.757,31.053.806.242,,,20038794757.0,31053806242.0
03,03,03,Các khoản dự phòng,,(4.255.124.586),15.709.241.706,,,-4255124586.0,15709241706.0
04,04,04,Lãi chênh lệch tỷ giả hối đoài do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,,(36.928.243),(203.142.136),,,-36928243.0,-203142136.0
05,05,05,Lãi từ hoạt động đầu tư,,(546.451.948.289),(264.286.035.064),,,-546451948289.0,-264286035064.0
06,06,06,Chỉ phí lãi vay,27,203.210.061.587,19.030.934.004,,27.0,203210061587.0,19030934004.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,41.813.203.939,135.314.007.134,,,41813203939.0,135314007134.0
09,09,09,(Tăng)/giảm các khoản phải thu,,(80.756.637.672),214.271.139.612,,,-80756637672.0,214271139612.0
10,10,10,Tăng hàng tồn kho,,(16.099.032.607),(30.917.827.848),,,-16099032607.0,-30917827848.0
11,11,11,Tăng các khoản phải trả,,124.970.366.056,15.789.469.476,,,124970366056.0,15789469476.0
12,12,12,Giảm/(tăng) chi phí trả trước,,3.943.779.760,(13.918.020.941),,,3943779760.0,-13918020941.0
13,13,13,Tăng chứng khoản kinh doanh,,(85.228.013.724),(197.046.708.523),,,-85228013724.0,-197046708523.0
14,14,14,Tiền lãi vay đã trả,,(202.084.935.843),(8.455.875.069),,,-202084935843.0,-8455875069.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,18,(6.918.948.141),(28.799.399.393),,18.0,-6918948141.0,-28799399393.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(10.896.181.000),(31.995.525.114),,,-10896181000.0,-31995525114.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,,(231.256.399.232),54.241.259.334,,,-231256399232.0,54241259334.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(5.365.926.713),(75.048.218.349),,,-5365926713.0,-75048218349.0
22,22,22,"Tiền thu từ thanh lý, nhượng bản TSCĐ và các tài sản dài hạn khác",,-,35.001.600,,,,35001600.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(694.100.000.000),(55.000.000.000),,,-694100000000.0,-55000000000.0
24,24,24,"Tiền thu hồi cho vay, bản lại các công cụ nợ của đơn vị khác",,386.100.000.000,486.885.120.000,,,386100000000.0,486885120000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(2.681.017.285.490),(1.668.472.430.630),,,-2681017285490.0,-1668472430630.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,26.204.627.000,74.175.835.400,,,26204627000.0,74175835400.0
27,27,27,"Tiền thu lãi cho vay, cố tức và lợi nhuận được chia",,646.328.483.957,221.827.695.293,,,646328483957.0,221827695293.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(2.321.850.101.246),(1.015.596.996.686),,,-2321850101246.0,-1015596996686.0
