row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.138.781.640.369,2.387.487.256.005,,,1138781640369.0,2387487256005.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,131.524.793.836,1.952.418.381.205,,5.0,131524793836.0,1952418381205.0
111,111,111,1. Tiền,,131.524.793.836,307.418.381.205,,,131524793836.0,307418381205.0
112,112,112,2. Các khoản tương đương tiền,,-,1.645.000.000.000,,,,1645000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,278.177.363.847,242.046.708.523,,,278177363847.0,242046708523.0
121,121,121,1. Chứng khoán kinh doanh,6,282.274.722.247,197.046.708.523,,6.0,282274722247.0,197046708523.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6,(4.097.358.400),-,,6.0,-4097358400.0,
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,,-,45.000.000.000,,,,45000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,703.475.846.579,182.141.870.759,,,703475846579.0,182141870759.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,248.917.093.713,163.450.273.240,,7.0,248917093713.0,163450273240.0
132,132,132,2. Trả trước cho người bản ngắn hạn,,2.011.540.693,1.636.721.863,,,2011540693.0,1636721863.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,359.000.000.000,6.000.000.000,,8.0,359000000000.0,6000000000.0
136,136,136,4. Phải thu ngắn hạn khác,9,103.932.514.556,11.054.875.656,,9.0,103932514556.0,11054875656.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"7,8,9",(10.385.302.383),-,,,-10385302383.0,
140,140,140,IV. Hàng tồn kho,11,16.425.519.542,326.486.935,,11.0,16425519542.0,326486935.0
141,141,141,1. Hàng tồn kho,,16.425.519.542,326.486.935,,,16425519542.0,326486935.0
150,150,150,V. Tài sản ngắn hạn khác,,9.178.116.565,10.553.808.583,,,9178116565.0,10553808583.0
151,151,151,1. Chi phí trả trước ngắn hạn,,702.002.083,99.327.985,,,702002083.0,99327985.0
152,152,152,2. Thuế GTGT được khấu trừ,,8.466.481.532,10.444.847.648,,,8466481532.0,10444847648.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước,,9.632.950,9.632.950,,,9632950.0,9632950.0
200,200,200,B. TÀI SẢN DÀI HẠN,,5.468.161.781.863,3.027.652.236.271,,,5468161781863.0,3027652236271.0
220,220,220,I. Tài sản cố định,,104.913.296.329,214.620.593.551,,,104913296329.0,214620593551.0
221,221,221,1. Tài sản cố định hữu hình,12,104.913.296.329,214.620.593.551,,12.0,104913296329.0,214620593551.0
222,222,222,Nguyên giá,,209.731.903.459,319.258.326.957,,,209731903459.0,319258326957.0
223,223,223,Giá trị khấu hao lũy kế,,(104.818.607.130),(104.637.733.406),,,-104818607130.0,-104637733406.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giá,,60.000.000,60.000.000,,,60000000.0,60000000.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(60.000.000),(60.000.000),,,-60000000.0,-60000000.0
230,227 > 230,230,II. Bất động sản đầu tư,13,233.036.881.965,138.705.542.050,,13.0,233036881965.0,138705542050.0
231,227 > 231,231,1. Nguyên giá,,263.078.643.191,148.649.765.571,,,263078643191.0,148649765571.0
232,227 > 232,232,2. Giá trị khấu hao lũy kế,,(30.041.761.226),(9.944.223.521),,,-30041761226.0,-9944223521.0
240,227 > 240,240,III. Tài sản dở dang dài hạn,,4.919.124.001,4.455.651.410,,,4919124001.0,4455651410.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,14,4.919.124.001,4.455.651.410,,14.0,4919124001.0,4455651410.0
250,227 > 250,250,IV. Đầu tư tài chính dài hạn,15,5.098.212.303.521,2.638.243.819.355,,15.0,5098212303521.0,2638243819355.0
251,227 > 251,251,1. Đầu tư vào công ty con,,5.042.632.140.092,1.971.025.617.177,,,5042632140092.0,1971025617177.0
252,227 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,69.285.387.977,681.940.062.485,,,69285387977.0,681940062485.0
254,227 > 254,254,3. Dự phòng đầu tư tài chính dài hạn,,(13.705.224.548),(14.721.860.307),,,-13705224548.0,-14721860307.0
260,227 > 260,260,V. Tài sản dài hạn khác,,27.080.176.047,31.626.629.905,,,27080176047.0,31626629905.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,16,27.080.176.047,31.626.629.905,,16.0,27080176047.0,31626629905.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,6.606.943.422.232,5.415.139.492.276,,,6606943422232.0,5415139492276.0
