row_label_raw,row_label_full,col_0,col_1,31/10/2018,01/01/2018,numeric__col_1,numeric__31/10/2018,numeric__01/01/2018
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Kính phí công đoàn,2.445.140.462,2.049.707.462,,2445140462.0,2049707462.0
a),a) > a),a),- Phần lợi nhuận phải nộp về chủ sở hữu,991.999.197.764,678.622.646.861,,991999197764.0,678622646861.0
a),a) > a),a),- Phải trả về cổ phần hoá,14.010.278.875,-,,14010278875.0,
a),a) > a),a),- Phải trả tiền lãi vay,8.059.746.219,427.397.260,,8059746219.0,427397260.0
a),a) > a),a),+ Công ty TNHH MTV Quốc tế Protrade,7.088.219.178,427.397.260,,7088219178.0,427397260.0
a),a) > a),a),+ Công ty Cổ phần May Mặc Bình Dương,971.527.041,-,,971527041.0,
a),a) > a),a),- Phải nộp 10% Ngân sách Đảng,91.182.771.193,12.240.461.000,,91182771193.0,12240461000.0
a),a) > a),a),"- Các khoản phải trả, phải nộp khác",38.289.904,35.000.000,,38289904.0,35000000.0
,,,,1.107.735.424.417,693.375.212.583,,1107735424417.0,693375212583.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Khoản thu tiền đất tái định cư của các hộ dân thuộc khu An Tây,56.666.666.667,56.666.666.667,,56666666667.0,56666666667.0
b),b) > b),b),- Phải trả Công ty KP APPARELL MANUFACTURING Co.LTD về nhận nợ thay Công ty TNHH Một thành viên May Bình Dương tiền mua máy móc thiết bị và thu hộ tiền cho thuê nhà xuống,77.554.015.016,75.415.394.251,,77554015016.0,75415394251.0
,,,,134.220.681.683,132.082.060.918,,134220681683.0,132082060918.0
