row_label_raw,row_label_full,col_0,Mối quan hệ,31/10/2018,01/01/2018,numeric__Mối quan hệ,numeric__31/10/2018,numeric__01/01/2018
,,,Mối quan hệ,VND,VND,,,
Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,,,
- Công ty CP Đầu tư & Phát triển Tân Thành,Phải thu khác ngắn hạn > - Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,Công ty liên kết,2.827.127.946,142.800.901.417,,2827127946.0,142800901417.0
- Công ty Cổ phần May mặc Bình Dương,Phải thu khác ngắn hạn > - Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty con,7.101.370,11.260.099.684,,7101370.0,11260099684.0
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Phải thu khác ngắn hạn > - Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,-,408.026.584,,,408026584.0
- Công ty CP Hưng Vương,Phải thu khác ngắn hạn > - Công ty CP Hưng Vương,- Công ty CP Hưng Vương,Công ty liên kết,5.286.219.019,4.097.333.334,,5286219019.0,4097333334.0
- Công ty TNHH Sân Golf Palm Sông Bé,Phải thu khác ngắn hạn > - Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,-,145.315.068,,,145315068.0
- Công ty TNHH MTV Giấy Vĩnh Phú,Phải thu khác ngắn hạn > - Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,Công ty con,-,7.856.073.228,,,7856073228.0
- Công ty Cổ phần Du lịch D&M,Phải thu khác ngắn hạn > - Công ty Cổ phần Du lịch D&M,- Công ty Cổ phần Du lịch D&M,Công ty con,179.881.000,153.881.000,,179881000.0,153881000.0
- Công ty TNHH Quốc tế Protrade,Phải thu khác ngắn hạn > - Công ty TNHH Quốc tế Protrade,- Công ty TNHH Quốc tế Protrade,Công ty con,58.850.000,-,,58850000.0,
- Công ty TNHH YCH-PROTRADE,Phải thu khác ngắn hạn > - Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,-,257.000.000,,,257000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,,,
- Công ty Cổ phần Hưng Vương,Phải thu dài hạn khác > - Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,320.790.440.646,312.818.524.893,,320790440646.0,312818524893.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,
- Công ty CP TM Tổng hợp Thuận An,Phải trả người bán ngắn hạn > - Công ty CP TM Tổng hợp Thuận An,- Công ty CP TM Tổng hợp Thuận An,Công ty liên kết,111.694.461,174.659.612,,111694461.0,174659612.0
- Công ty TNHH Sân Golf Palm Sông Bé,Phải trả người bán ngắn hạn > - Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,Công ty con,-,118.124.594,,,118124594.0
- Công ty cổ phần phát triển Phú Mỹ,Phải trả người bán ngắn hạn > - Công ty cổ phần phát triển Phú Mỹ,- Công ty cổ phần phát triển Phú Mỹ,Công ty liên kết,231.187.449,262.454.858,,231187449.0,262454858.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,
- Văn phòng Tinh ủy,Phải trả ngắn hạn khác > - Văn phòng Tinh ủy,- Văn phòng Tinh ủy,Chủ sở hữu,991.999.197.764,690.863.107.862,,991999197764.0,690863107862.0
- Công ty TNHH MTV Quốc tế Protrade,Phải trả ngắn hạn khác > - Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,Công ty con,7.088.219.178,427.397.360,,7088219178.0,427397360.0
- Công ty Cổ phần May mặc Bình Dương,Phải trả ngắn hạn khác > - Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,971.527.041,-,,971527041.0,
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,,,
"- KP Apparel Manufacturing Co.,Ltd","Phải trả dài hạn khác > - KP Apparel Manufacturing Co.,Ltd","- KP Apparel Manufacturing Co.,Ltd",Công ty con,77.554.015.016,75.415.394.251,,77554015016.0,75415394251.0
